QUEST_UNUSED_20150317_000001	Oh, sedang menuju ke Master Pardoner. Semoga beruntung.
QUEST_UNUSED_20151116_001414	Hmm... Jika dengan kemampuan itu, sepertinya tidak akan ada masalah besar ya.{nl} Jika anda berhasil lulus akan satu tes lagi, maka akan kuajarkan teknik dari Highlander.
QUEST_UNUSED_20151116_001415	Kekuatan fisik yang anda miliki terlihat cukup rupanya.{nl} Sekarang saya akan coba mengecek seberapa baik kekuatan itu dapat digunakan.
QUEST_UNUSED_20151116_001416	Dengan kemampuan selevel anda, maka sepertinya tidak sulit untuk menghadapai Lapflammer yang ada di Paupys Crossing.{nl} Bunuhlah 10 ekor dari mereka, dan akan kubukakan jalan Highlander jika anda kembali.
QUEST_UNUSED_20151116_001417	Kembalilah setelah membunuh lapflammer di Paupys Crossing.
QUEST_UNUSED_20151116_001418	Sepertinya anda tidak akan mengotori reputasi dari Highlander.{nl} Ayah saya yang merupakan masterpun pasti akan berpendapat sama.{nl} Akan kuturunkan teknik milik Highlander kepada anda menggantikan Master.
QUEST_UNUSED_20151116_001419	Apakah anda ingin menjadi Peltasta? Pilihan yang bijaksana.{nl} Pertama-tama akan kutanyakan satu hal. Apakah anda membenci Demon?
QUEST_UNUSED_20151116_001420	Bagus. Syarat yang paling dasar telah terpenuhi.{nl} Kami Peltasta adalah class yang menghadapi musuh dengan menggunakan perisai secara aktif.{nl} Maka dari itu harus memiliki pengertian dasar mengenai perisai.
QUEST_UNUSED_20151116_001421	Saya akan meminta tolong kepada anda untuk mencari material yang layak dijadikan perisai.{nl} Bawakanlah Metal Part yang bisa didapat dari Lapeman di Paupys Crossing.{nl} Lalu pada tempat kerja terpojok di area yang sana, tolong kumpulkanlah material kayu yang  tidak basah.
QUEST_UNUSED_20151116_001422	Metal Part Lapeman adalah sebagai alternatif molding untuk shield, dan kayu adalah untuk membuat bagian utama tameng.{nl} Keduanya bisa didapatkan di Paupys Crossing.
QUEST_UNUSED_20151116_001423	Terima kasih banyak.{nl} nantinya, cobalah membuat secara langsung shield untuk diri sendiri dengan mengumpulkan material.
QUEST_UNUSED_20151116_001424	Selamat atas keberhasilannya menjadi Peltasta.{nl} Mari bersemangat untuk menghabisi para Demon bersama, sampai tidak tersisa!
QUEST_UNUSED_20151116_001425	Bertemu dengan saudara saudari baru selalu menjadi pekerjaan yang menyenangkan kapanpun itu.{nl} Maukah anda membantu para penduduk di tempat ini bersama saya?
QUEST_UNUSED_20151116_001426	Para Lape di Woods of the Linked Bridges, merupakan masalah besar karena sepertinya terus memberikan kerusakan bagi para penduduk di sekitar.{nl} Sebenarnya aku ingin pergi langsung untuk menghukum mereka itu.{nl} Tetapi Rozalia... Master berkata meminta saya untuk jangan meninggalkan Orsha.
QUEST_UNUSED_20151116_001427	Tolong gantikan saya untuk memberi pelajaran kepada para Lapezard dan Lapemiter.
QUEST_UNUSED_20151116_001428	Saya hanya menjalankan misi penting yang didapat dari Master.{nl} Bukanlah berarti saya iri karena tidak dapat berpetualang seperti anda!
QUEST_UNUSED_20151116_001429	Apakah anda telah menyelesaikan misi tersebut?{nl} Sepertinya anda bisa berubah menjadi Cleric dengan tingkatan lebih tinggi.
QUEST_UNUSED_20151116_001430	Kami selalu menyambut saudara baru yang ingin berjalan di jalan Krivi.{nl} Saya adalah Mellinda, orang yang bertindak sebagai Master di tempat ini.{nl} Untuk mengetahui apakah anda layak untuk menjadi Krivi, maukah anda menjalankan beberapa tes?
QUEST_UNUSED_20151116_001431	Bagus. Ujiannya sederhana.{nl} Terimalah Crystal Gem ini.
QUEST_UNUSED_20151116_001432	Ini adalah Jewel yang menyimpan kekuatan Sacred Fire dengan menyerap vitalitas monster disini.{nl} Isilah energi pada Jewel ini dengan berburu monster yang ada diluar kota.
QUEST_UNUSED_20151116_001433	Jika jewel telah penuh, maka nyalakanlah api dari Sacred Fire di sebelah saya dengan menggunakan jewel itu.{nl} Saya akan menilai apakah anda dapat menggunakan energi Sacred Fire menggunakan itu.
QUEST_UNUSED_20151116_001434	Isilah energi Jewel dengan membunuh monster.{nl} Lalu jika anda berhasil menyalakan api Sacred Fire di sebelah saya dengan jewel itu, maka ujian berakhir.
QUEST_UNUSED_20151116_001435	Sepertinya anda akan bisa menggunakan energi Sacred Fire dengan Efektif.{nl} Selamat datang di jalan Krivi.
QUEST_UNUSED_20151116_001436	Ternyata anda bermaksud untuk berjalan di jalan Priest rupanya.{nl} Hal itu bisa diketahui dalam sekilas pandangan saja. Kamu memiliki cukup talenta sebagai Priest.{nl} Tetapi... Kamu membutuhkan sedikit persiapan untuk mendoakan agar selamat dalam perjalanan yang akan ditempuh.
QUEST_UNUSED_20151116_001437	Terimalah Holy Water ini.{nl} lalu anda cukup mendapat berkat dari para orang suci lainnya yang ada di Orsha ini.{nl} Mintalah bantuan masing-masing yaitu Cleric, Krivi, Bokor Sub Master.
QUEST_UNUSED_20151116_001438	Mintalah berkat dengan mencari Cleric, Kiriv, Bokor Sub Master.
QUEST_UNUSED_20151116_001439	Bagus. Dengan berkat para orang suci dan saya, maka jalan anda kedepannya tidak akan ada masalah.{nl} Kuharap anda melakukan tugas Priest dengan rajin dan bertanggung jawab ke depannya.
QUEST_UNUSED_20151116_001440	Kamu ingin melangkahkan kaki ke tingkat lebih  tinggi katamu?{nl} Ini akan menjadi jalan yang sulit. Walaupun begitu kau masih tetap ingin menjalaninya? Mencari kekuatan?
QUEST_UNUSED_20151116_001441	Bagus. Kalau begitu harus kulihat apa persiapan yang seperti itu sudah atau belum.{nl} Habisi monster yang bernama Yonome di Bracken Forest 63_3.
QUEST_UNUSED_20151116_001442	Akan kuakui kekuatanmu jika menghabisi 30 ekor dari mereka.
QUEST_UNUSED_20151116_001443	Kau sungguh seseorang yang berkemampuan rupanya, bukan hanya bicara saja.{nl}Sebagai ganti Master, akan kuajarkan semua hal mengenai Swordman kepadamu.
QUEST_UNUSED_20151116_001444	Apakah anda sudah sedikit terbiasa dengan Two Handed Sword?{nl} Sekarang akan kuajarkan cara untuk memakai Two Handed Sword dengan benar.
QUEST_UNUSED_20151116_001445	Saya ingin mengecek seberapa banyak anda telah berkembang sebagai Highlander sebelumnya.{nl} Dengan kemampuan yang sekarang, seharusnya cukup untuk melawan Yonome di Bracken Forest 63_3. Transfer ilmu adalah setelah itu.
QUEST_UNUSED_20151116_001446	Targetnya adalah 30 ekor Yonome yang ada di Bracken Forest 63_3.
QUEST_UNUSED_20151116_001447	Luar biasa. Sesuai janji akan kuajarkan teknik tingkat atas yang dapat dilakukan dengan Two Handed Sword.
QUEST_UNUSED_20151116_001448	Apakah anda telah terbiasa dengan penggunaan Tameng pada pertempuran?{nl} Kalau begitu akan kuajarkan teknik Peltasta secara sepenuhnya.
QUEST_UNUSED_20151116_001449	Tentu saja akan kuperiksa terlebih dahulu apakan anda dapat menerima teknik tingkat atas atau tidak.
QUEST_UNUSED_20151116_001450	Terimalah benda ini, dan habisilah monster yang ada di Bracken Forest 63_3.{nl} Semakin banyak anda menghabisi musuh, maka angka ini akan semakin meningkat.{nl} Terutama para demon, akan dihitung dua kali lipat.
QUEST_UNUSED_20151116_001451	Hanya saja, ada batas kondisinya.{nl}Pertama, Dimana hanya diakui mengalahkan musuh ketika dalam kondisi memakai Shield saja.{nl}Kedua, Jika mengalami dalam kondisi tidak dapat melakukan pertempuran, maka jumlah musuh yang dikalahkan selama itu menjadi tidak diakui.
QUEST_UNUSED_20151116_001452	{nl}Terakhir monster yang dihabisi oleh kawan tidak diakui.
QUEST_UNUSED_20151116_001453	Habisilah monster dalam kondisi menggunakan Shield.{nl} Ini adalah untuk mengecek kemampuan bertahan anda.{nl} Sebagai refrensi akan lebih efektif jika menghabisi demon.
QUEST_UNUSED_20151116_001454	Dengan kemampuan seperti itu, maka tidaklah memalukan jika disebut sebagai Peltasta.{nl}Selamat. Sesuai janji akan kuajarkan teknik tingkat atas.
QUEST_UNUSED_20151116_001455	Mengajarkan cara memakai tombak adalah hal yang mudah, tetapi lebih penting dengan hati yang seperti apa bertarung.{nl} Akhirnya ada tempat yang tepat untuk melakukan pengetesan para pelamar seperti anda.
QUEST_UNUSED_20151116_001456	Bunuhlah 30 ekor Yonome di Bracken Forest 63_3.{nl} Maka akan kuakui kemampuan anda untuk menggenggam tombak dengan tangan itu.{nl} Menurut perasaanku, sepertinya anda dapat melewati hal ini tanpa masalah.
QUEST_UNUSED_20151116_001457	Jika takut akan Yonome, maka tidaklah jelek jika coba memilih jalan yang lainnya.
QUEST_UNUSED_20151116_001458	Kamu ingin menjadi Barbarian? Apakah orang dapat beradapatasi dengan tempat ini ketika melemah?{nl}Bagus. Cobalah lewati ujian sederhana ini, apakah anda mampu mampu bertarung atau tidak walau sedikit.{nl} Kalau di desa kami, anak kecil pun dapat melewati ujian seperti ini. Mau mencobanya?
QUEST_UNUSED_20151116_001459	Sifat baik yang paling penting yang dimiliki satria adalah kemampuan bertempur.{nl} Yang terlihat dari musuh adalah sesuatu yang kau perlu jaga, pertama cobalah menyerang dan saya akan memperhatikannya.{nl} Cobalah anggap para Yonome yang ada di Bracken Forest 63_3 sebagai penghalang, dan habisilah mereka, lalu kembali.
QUEST_UNUSED_20151116_001460	Karena ingin menjadi Barbarian, harusnya orang yang memiliki tekad yang kuat loh... Apakah kau menyerah?
QUEST_UNUSED_20151116_001461	Di tempat ini ternyata banyak manusia yang memiliki kemampuan bagus ya.{nl} Baiklah. Sebagai ganti kakak Walter yang ada di Klaipeda, akan kuajarkan teknik Barbarian kepadamu.
QUEST_UNUSED_20151116_001462	Apakah anda telah mendengar kabar?{nl} Diantara para pengungsi yang datang ke Orsha, sebagian terluka di dan terisolasi di Lemprasa Pond.{nl} Segeralah selamatkan mereka!
QUEST_UNUSED_20151116_001463	Orsha Special Cream akan saya berikan pemberkatan.{nl} Tolong gunakan Krim ini untuk menyembuhkan para pengungsi yang terkapar di Lepmrasa Pond.{nl} Jika misi ini selesai, maka akan kuakui dirimu sebagai Cleric.
QUEST_UNUSED_20151116_001464	Walau tanpa perintah dari Master pun, saya padahal akan pergi loh.{nl} Sekarang tiada orang yang dapat dipercaya selain anda.
QUEST_UNUSED_20151116_001465	Karena tidak muncul masalah pada mereka, sungguh untung sekali ditengah kemalangan.{nl} Ini adalah berkat bantuan cepat anda.{nl} Sepertinya tidak ada masalah jika anda mencapai tahap akhir dari Cleric.
QUEST_UNUSED_20151116_001466	Tubuh dan pikiran anda dipersiapkan untuk Goddess, sepertinya tahapan menerima berkat sudah tiba.{nl} Berilah penghormatan beberapa patung Goddess di sekitar Orsha, berikanlah persembahan.
QUEST_UNUSED_20151116_001467	Temukanlah patung Goddess yang ada di Paupys Crossing, Lemprasa Pond dan Woods of the Linked Bridges.{nl} Setelah memberi penghormatan pada empat patung Goddess di tiga daerah itu, kembalilah lagi.
QUEST_UNUSED_20151116_001468	Tahapan untuk melakukan persembangan bukanlah yang formal.{nl} Kamu harus menyesali kesalahan di masa lalu dengan hati tulus jika ada, di depan patung Goddess.
QUEST_UNUSED_20151116_001469	Maaf sudah merepotkan. Tidak ada yang terlihat rusak pada patung Goddess bukan?{nl} Sekarang anda telah berada satu tingkatan lebih tinggi.
QUEST_UNUSED_20151116_001470	Saya sedang memperhatikan terus menerus para pengungsi dari Orsha bersama dengan orang suci lainnya.{nl} Tetapi kami kehabisan bahan untuk membuat Krim.{nl} Karena sekarang waktunya telah tiba untuk anda menjalani ujian kenaikan tingkatan, maka akan kuberikan ujian kecil.
QUEST_UNUSED_20151116_001471	Material obat yang saya butuhkan, totalnya ada 3 buah.{nl} Dapatkanlah masing-masing di BrackenForest 63_1 dan 63_2, lalu 63_3.
QUEST_UNUSED_20151116_001472	Herb yang pertama bisa didapatkan jika membereskan tumpukan daun pohon di sekitar area XX.{nl} Herb yang kedua tumbuh di area YY.{nl} 세번째 약초는 ZZ지역에서 노란 꽃을 피우고 있으므로 가장 찾기 쉬우실 겁니다.
QUEST_UNUSED_20151116_001473	Sesungguhnya efek dari ketiga herb itu tidak memiliki perbedaan besar.{nl} Seperti yang telah saya beritahukan, itu menjadi penilaian ujian kenaikan tingkat anda, jadi janganlah lupa.
QUEST_UNUSED_20151116_001474	Coba kulihat… Hmm. Tidak salah rupanya.{nl} Jika anda terus menumpuk pengalaman seperti ini, aku dapat merasakan tubuh dan pikiran anda yang semakin mendalam.{nl} Kamu lulus ujian. Ke depannya anda akan mempelajari teknik Priest dengan tingkatan lebih tinggi.
QUEST_UNUSED_20151116_001475	Apakah anda orang yang bermaksud untuk menjadi Bokor?{nl} Selamat datang. Untuk menjadi Bokor, ada ujian yang harus dilewati terlebih dahulu.{nl} Mungkin anda pernah mendengarnya?{nl}
QUEST_UNUSED_20151116_001476	Ya!Harus coba membuat boneka Bokor untuk dapat disebut sebagai Bokor.{nl}Nah, bawahlah resep pembuatan ini dan buatlah langsung boneka.
QUEST_UNUSED_20151116_001477	Karena saya dan master juga pastinya bergabung dahulu kala, setelah membuat boneka Bokor.{nl} Ini adalah salah satu ritual yang memiliki tradisi dan sejarah.
QUEST_UNUSED_20151116_001478	Ini merupakan salah satu Bokor Doll yang terbaik diantara yang pernah kulihat ya!{nl} Sepertinya anda memiliki kelayakan sebagai Bokor.{nl} Dengan begin anda pun juga telah menjadi Bokor. Selamat!
QUEST_UNUSED_20151116_001479	Apakah anda bermaksud untuk menjadi Dievdirbys? Tentu saja kami menyambutnya dengan baik.{nl} Jalan dari Dievdirbys terbuka untuk siapapun.{nl}Tetapi... Itu jika anda mau mendengarkan sedikit permintaan kecil milikku.
QUEST_UNUSED_20151116_001480	Chisel yang saya pakai untuk memahat mulai tumpul.{nl} Pertam-tama sepertinya perlu meminta tolong kepada Blacksmith yang ada di sekitar Orsha.{nl} Beritahukanlah padanya bahwa ini adalah permintaan saya, dan kembalilah dengan membawa Chisel untuk pahat yang baru.
QUEST_UNUSED_20151116_001481	Maaf. Mohon bantuannya asedikit untuk pergi sampai ke Orsha.{nl} Saya ada hal yang harus dilakukan di tempat ini.
QUEST_UNUSED_20151116_001482	Ada urusan apa ya?
QUEST_UNUSED_20151116_001483	Ah... Aku ingat akan gadis muda Dievdirbys yang bersemangat itu.{nl}Tetapi ini bagaimana ya. Material yang dibutuhkan untuk membuat Chisel baru saat ini sedang kosong.
QUEST_UNUSED_20151116_001484	Walau merepotkan, tetapi tolong carikan material itu.
QUEST_UNUSED_20151116_001485	Tolong temukan gumpalan metal dari Yonome di Bracken Forest 63_3.{nl} Jika kau membawakannya maka akan kubuatkan Chisel untuk memahat yang bagus.
QUEST_UNUSED_20151116_001486	Karena di sekitar Bracken Forest 63_3 terdapat tambang, maka di dalam tubuh monster terkumpullah gumpalan metal.{nl} Kumpulkanlah Metal Lump dengan menangkap Yonome.
QUEST_UNUSED_20151116_001487	Ya. Jika sebanyak ini maka dapat cukup membuatnya.{nl} Karena pembuatannya tidaklah sulit, tunggulah sebentar hingga selesai ya.
QUEST_UNUSED_20151116_001488	Sudah hampir selesai.
QUEST_UNUSED_20151116_001489	Nah, karena ini benda yang cukup bagus, maka dapat bertahan cukup lama.{nl} Berikanlah ini kepadanya.
QUEST_UNUSED_20151116_001490	Sampaikanlah untuk sering mampir ke Orsha.
QUEST_UNUSED_20151116_001491	Wahh... Ternyata ini memakan waktu yang lama dibandingkan dugaan ya, maaf merepotkan.{nl}Terima kasih. Tentu saja mulai sekarang anda adalah seorang Dievdirbys.
QUEST_UNUSED_20151116_001492	Kemampuan anda sungguh berkembang pesat rupanya! Kemampuan yang tidak ada tandingannya walau diperlihatkan kepada siapapun.{nl} Hanya saja, entah apa masih kurang menurut standar ayah saya ya.{nl} Akan saya bantu agar dapat mencapai satu tingkatan lebih tinggi lagi.
QUEST_UNUSED_20151116_001493	Bagus. Mari coba kita cek sekali lagi, apakah kemampuanmu telah layak untuk dapat mempelajari teknik tingkat tinggi.{nl} Saya akan melihat seberapa baik anda dapat mengontrol teknik saat ini.
QUEST_UNUSED_20151116_001494	Gunakanlah Skill Highlander untuk membunuh monster apapun.{nl} Kamu tidak dapat menerima bantuan dari teman Highlander.
QUEST_UNUSED_20151116_001495	Bunuh monster dengan Skill Highlander. Sebagai PR terakhir, ini termasuk gampang bukan?
QUEST_UNUSED_20151116_001496	Saya telah melihat pemakaian skill yang telah anda dikuasai dengan baik saat ini.{nl} Skill tingkat tinggi dapat dipelajari tanpa kesulitan apapun.{nl} Sepertinya saya dapat membanggakan kepada siapapun, bahwa yang mengajarkan teknik kepada anda adalah saya.
QUEST_UNUSED_20151116_001497	Dengan kemampuan seperti itu, maka dapat menghabisi para demon yang kuat dengan mudah ya.{nl} Tetapi untuk menghabisi demon yang sangat kuat, memerlukan sedikit lebih banyak dedikasi lagi.{nl} Saya akan membukakan jalan Peltasta yang sebenarnya kepada anda.
QUEST_UNUSED_20151116_001498	Tetapi anda harus melewati syarat minimum yang ada.
QUEST_UNUSED_20151116_001499	Saya mendapatkan permintaan untuk menghabisi Chapparition yang muncul di Carolis Fountain masa lalu.{nl} Pada waktu itu saya tidak dapat membereskannya, tetapi sepertinya ia layak dijadikan subjek ujian anda.{nl} Tolong habisi Chapparition di Carolis Fountain.
QUEST_UNUSED_20151116_001500	Jika melihat keberanian yang anda miliki hingga saat ini, sepertinya Chapparation bukanlah lawan yang sulit.{nl} Janganlah terlalu khawatir.
QUEST_UNUSED_20151116_001501	Luar biasa! Dengan kemampuan seperti itu, maka akan kuakui sebagai sesama kami yang layak.{nl} Saya harus melaporkan secara terpisah kepada master.{nl} Pertama-tama dengan wewenang yang saya miliki, akan kuberitahukan kekuatan yang sebenarnya dari Peltasta kepada anda.
QUEST_UNUSED_20151116_001502	Perkembangan anda sungguh mengejutkan rupanya.{nl} Terasa suatu perbedaan dibandingkan dengan Hoplite lainnya.{nl} Kamu akan dapat menjadi lebih kuat lagi. Apakah anda sudah siap untuk tahap yang berikutnya?
QUEST_UNUSED_20151116_001503	Ada satu monster yang pernah kuhadapi di masa lalu.{nl} Ditengah-tengah ia melarikan diri, saya khawatir apakah ia telah melukai orang-orang di sekitar atau tidak.
QUEST_UNUSED_20151116_001504	Belakangan muncul rumor bahwa ia kembali muncul lagi.{nl} Tolong gantikan saya untuk menghabisi dirinya.{nl} Lalu tolong bawakan ujung tombakku yang masih tertancap pada tubuhnya sebagai tanda akan hal itu.
QUEST_UNUSED_20151116_001505	Bunuhlah Sparnasman di Bracken Monastery64_2 dan bawalah ujung tombak milikku.
