QUEST_20150317_000001	Pilih user untuk memodifikasi quest.
QUEST_20160218_003520	Sebuah kristal secara samar-samar muncul di tengah magic circle.
QUEST_20160218_003521	Tampaknya membutuhkan waktu untuk mengaktifkannya kembali.
QUEST_20160218_003522	Aktifkan magic circle?
QUEST_20160218_003523	Salinan Diary
QUEST_20160218_003524	.... ......{nl}....Seir Rainforest... Novaha Mon.....{nl}......... ...........{nl}.... binasa..... ....seperti yang direncanakan…
QUEST_20160218_003525	Evil Energy Purifier
QUEST_20160218_003526	ESC : Launch
QUEST_20160218_003527	Memerlukan kunci untuk membuka peti yang terkunci ini.
QUEST_20160218_003528	Terima kasih telah membantu kami.{nl}Semua warga kota bisa turun dengan selamat berkat kamu.
QUEST_20160218_003529	Device Misterius
QUEST_20160218_003530	Tanggal 5 tahun X{nl}-{nl}Aku mengukus beberapa pangsit kentang untuk mengenal tetangga-tetangga baru{nl}Aku mendengar suara keras ketika sedang mengetuk pintu{nl} Para tetangga tampaknya tidak banyak berexpresi, namun menjadi cair saat melihat kue yang saya bawa.{nl}
QUEST_20160218_003531	Tampaknya semua orang yang mengatakan bahwa mereka adalah pengikut Goddess  kurang waras.{nl}Apakah kamu masih tidak tahu kekuatanku setelah semua yang kamu lalui!{nl}
QUEST_20160218_003532	Aku menunggumu untuk datang ke sini.{nl}Aku akan mengurusmu nanti dan menyiksa priest sampai kotak itu terbuka!
QUEST_20160218_003533	Kami telah lama mempersiapkan kedatangan Revelator sesuai dengan legenda.{nl}
QUEST_20160218_003534	Sesuatu yang berada di bawah sana merupakan Empat Lilin Suci...{nl}Mereka dibuat sesuai legenda hanya diberikan kepada para Bishop dari Orsha.{nl}
QUEST_20160218_003535	Sehingga kami bisa membawa dan memberitahukan Relevator setiap saat.{nl}
QUEST_20160218_003536	Sekarang. Masuklah kedalam ke Magic Circle diantara Lilin-lilin tersebut.{nl}Jika kamu adalah sang revelator, Magic Circle akan bereaksi dan kamu dapat melawan Demon Lord dengan kekuatan itu.{nl}
QUEST_20160218_003537	Aku pikir seseorang akan datang dan mencoba untuk membebaskan Priest Irma...{nl} Tampaknya aku telah menangkap seseorang yang sama sekali berbeda.{nl}
QUEST_20160218_003538	Katakan padaku...{nl} Bagaimana kamu bisa membebaskan kekuatanku dari daerah kekuasaanku?{nl}
QUEST_20160218_003539	Ya... Tentu saja.{nl}Kamu adalah Savior yang Giltine bicarakan.{nl}
QUEST_20160218_003540	Hari ini adalah hari keberuntunganku.{nl}Tidak hanya aku hampir menemukan di mana perintah itu disembunyikan,{nl} namun aku juga bisa menangkap Savior…
QUEST_20160218_003541	Tidak perlu untukku, Marnox, untuk melawanmu.
QUEST_20160218_003542	Luar biasa, potongan timah berubah menjadi emas di depan Modestas setelah kilatan cahaya yang aneh. Sang alchemist dengan lantang berkata berikut.{nl}[Sekarang kamu berutang sebuah batangan emas, jadi pastikan kamu membawakannya kepadaku.]{nl} Modestas protes dan menentang, tapi sang alchemist tidak pernah secara eksplisit menyatakan bahwa apa yang dia pegang terbuat dari timah.{nl}
	
	
	
이 나더니 황당하게도 납덩이는 순식간에 금괴로 변했습니다. 그리고 알케미스트는 뻔뻔하게도 이렇게 말했습니다.{nl}[이제 자네가 빚진 것은 금괴 하나이니 반드시 가져오게.]{nl}모데스타스씨는 항의도 하고 화도 냈지만, 가만히 따져 보면 알케미스트는 자신의 손에 든 그 물건을 정확하게 납덩이라고 명시한 적이 없었습니다.{nl}	QUEST_20150729_002364
QUEST_20160218_003543	Mage Tower Guild Dungeon
QUEST_20160218_003544	Pilih Guild Event
QUEST_20160218_003545	Silahkan Pilih Guild Event
QUEST_20160218_003546	Pilih Event
QUEST_20160218_003547	Pilih event yang ingin kamu lakukan
QUEST_20160218_003548	Apakah kamu ingin memasuki Guild Event Dungeon?
QUEST_20160218_003549	Abandon Event
QUEST_20160218_003550	Ada Guild Event yang sedang berlangsung. Apakah kamu ingin meninggalkannya?
QUEST_20160218_003551	Memperoleh Lumber!
QUEST_20160218_003552	Memperoleh Mushroom!
QUEST_20160218_003553	Menemukan tanaman herbal yang dipanen oleh para demon!
QUEST_20160218_003554	Kumpulkan Ronjia Grass
QUEST_20160218_003555	Memperoleh Ronjia Grass
QUEST_20160218_003556	Membakar peti Poisonous Weeds
QUEST_20160218_003557	Berhasil membakar peti Poisonous Weeds!
QUEST_20160218_003558	Kumpulkan barang kenangan
QUEST_20160218_003559	Memperoleh barang kenangan dari para korban eksperimen
QUEST_20160318_003560	Dengar, ada request yang menarik loh.
QUEST_20160318_003561	Selamat datang.{nl}Kamu sedang mencari request?
QUEST_20160318_003562	Hmm... Ga bisa dikerjain sendiri.{nl}Kabarin lagi kalau udah dapet temen ya.
QUEST_20160318_003563	Mau berangkat?
QUEST_20160318_003564	Darn... sorry, Aku tak ada request khusus untukmu.{nl}Mungkin lain kali.
QUEST_20160318_003565	Jangan rakus. Kamu sudah dapat requestnya.{nl}Please come back after you've finished your current request.
QUEST_20160318_003566	Hanya ketua party yang bisa menerima request dari kami.{nl}Suruh kemari ketua party kalian?
QUEST_20160318_003567	Earth Tower Lolopanther Area
QUEST_20160318_003568	Earth Tower Lolopanther Area (Recommended Lv: 280) {nl}Hanya kamu dan anggota party kamu yang bisa masuk. {nl}Yakin mau masuk?
QUEST_20160318_003569	Valis
QUEST_20160318_003570	Tiada yang lebih baik untuk mengasah skill kamu selain sparring!{nl}Bagaimana, mau bergabung?
QUEST_20160318_003571	Seperti ada kekuatan misterius bersemayam di dalam sini.{nl}Maukah kamu memeriksanya?
QUEST_20160318_003572	Sepertinya ini menarik.{nl}Aku merasakan kekuatan yang aneh.
QUEST_20160318_003573	Sayangnya tidak cukup untuk membuat kombinasi ini.{nl}Datang lagi jika sudah lengkap.
QUEST_20160318_003574	Seperti ada yang hilang.{nl}Kamu harus memiliki semuanya jika ingin mewujudkan kekuatan yang sempurna.
QUEST_20160318_003575	Sepertinya sudah cukup siap.{nl}Semua karenamu.
QUEST_20160318_003576	Aku telah memiliki semua yang aku butuhkan.{nl}Terima kasih telah menolongku.
QUEST_20160318_003577	Sister Aiste
QUEST_20160318_003578	Kayanya hari ini tidak perlu ada yang mesti kuminta tolong dulu.
QUEST_20160318_003579	Kalau Cuma untuk tugas berat saja, sepertinya terlalu banyak minta bantuan lagi.
QUEST_20160318_003580	Aku lakukan sebisanya untuk mengusir para demon, tapi semakin sulit.{nl}Aku yakin semua bisa diatasi dengan pertolonganmu.{nl}Tolonglah.
QUEST_20160318_003581	Sister Lhasa
QUEST_20160318_003582	Tolonglah...{nl}Meskipun kami lemah, kami tetap mencegah para demon kembali hanya untuk kebaikan umat manusia.{nl}Tapi jika hanya kami tidak akan cukup. Tolonglah! Kami membutuhkan pertolonganmu.
QUEST_20160318_003583	Terima kasih telah menolongku!{nl}Saya Ruina dari kelompok kedua yang seharusnya menghancurkan gerbang itu.{nl}
QUEST_20160318_003584	Kami datang kemari untuk  menghancurkan gerbang atas permintaan dari Saalus Convent.{nl}Mereka bilang para monster muncul dari gerbang yang tiba-tiba muncul ini.{nl}
QUEST_20160318_003585	Tim pendahulu telah berhasil menghalau para monster, tapi belum berhasil  menghancurkan gerbang.{nl}Itulah kenapa kami datang membawa divine magic scrolls dan bomb materials.{nl}
QUEST_20160318_003586	Tapi kami disergap oleh sekelompok Hogmas di sisi lain di dekat lower bridge...{nl}Dan kami kehilangan semua bomb material yang telah disiapkan.{nl}
QUEST_20160318_003587	Tolonglah.{nl}Kami hanya bisa mempersiapkan senjata seadanya {nl}untuk menghancurkan gerbang membutuhkan material tertentu.
QUEST_20160318_003588	Book written in Runic Characters
QUEST_20160318_003589	Ini adalah cerita tentang Runic character yang nyaris terlupakan.{nl}Runic character telah dipakai sebelum kerajaan dibangun oleh suku-suku kecil dari utara.{nl}Secara khusus, orang-orang percaya bahwa karakter-karakter itu memiliki kekuatan magis.{nl}Itulah kenapa orang-orang dari utara sepenjang waktu mencari kekuatan itu.{nl}
QUEST_20160318_003590	Akhirnya, seseorang dapat menemukan kekuatan yang berasal dari runic characters.{nl}Mereka tidak memiliki kekuatan dari dirinya sendiri, tapi mereka menyalurkan kekuatan yang hanya bisa diwujudkan diantara mereka...{nl}Itulah rahasia dibalik runic characters.{nl}
QUEST_20160318_003591	Dia langsung menemui Goddess Saule dan menceritakan tentang kekuatan tersembunyi dari runic characters, goddesspun gembira dan mensyukurinya.{nl}
QUEST_20160318_003592	Orang menyebutnya 'Rune Caster'.{nl}Dia menjadi Rune Caster Master pertama dan membimbing Rune Casters lainnya.{nl}Dia juga menciptakan Rune Stone supaya Rune Caster baru akan lebih mudah menggunakan kekuatan runic characters.{nl}
QUEST_20160318_003593	Suatu hari dia kehilangan Rune Stone satu-satunya yang ia miliki.{nl}Rune Stone itu telah menjadi simbol dari Rune Caster lainnya dan telah diturunkan dari master ke master.
QUEST_20160318_003594	Orang-orang sering berkata bahwa goddess selalu bersama kita.{nl}Tidak hanya untuk hal yang bersifat spiriual saja, tapi untuk hal bersifat fisik juga.{nl}Karena merupakan simbol dari bukti  bahwa goddesses yang melindungi kita.{nl}
QUEST_20160318_003595	{nl}Contohnya, dikatakan bahwa Goddess Vibora mengelola perpustakaan besar yang hanya diizinkan untuk para goddess.{nl}Perpustakaan ini juga merupakan tempat bersemayamnya Goddess Vibora.{nl}
QUEST_20160318_003596	{nl}Contoh lain adalah tentang tempat tinggal Goddess Jurate yang rumornya di sebuah lautan misterius dimana perahu manusia tidak bisa mencapainya.{nl}Mereka bilang tentang sebuah kapal yang besarnya melebihi sebuah pulau adalah tempat tinggal Goddess Jurate.{nl}
QUEST_20160318_003597	{nl}dikatakan juga bahwa Goddess Vakarine yang sering berpindah-pindah tempatpun memiliki tempat tinggal.{nl}Beberapa mengatakan bahwa terdapat demon prison di sebuah dimensi yang tidak bisa kita ketahui, dan itulah daerah kekuasaan dari Goddess Vakarine. {nl}Tapi itu hanya salah satu tempat tinggal Goddess Vakarine yang pernah dikunjungi.{nl}
QUEST_20160318_003598	{nl}Ada juga Legenda tentang Goddess Laima yang tinggal di bawah tanah dan tidak seorangpun mengetahuinya.{nl}Tiada cara untuk menemukannya, dikatakan juga bahwa Demon Goddess Giltine tinggal di sana.
QUEST_20160318_003599	Rune Stone...{nl}Setelah sekian lama aku berlum pernah mendengar hal ini lagi.{nl}
QUEST_20160318_003600	Dulu aku pernah bertemu seseorang yang mencari {nl}special powers tersembunyi bersama runic characters.{nl}Dia memiliki hasrat yang tinggi akan tugasnya.{nl}
QUEST_20160318_003601	Dia akhirnya menemukan hidden powers pada runic characters dan menjadi Rune Caster pertama.{nl}Channel for power... Kekuatan runic characters adalah {nl}kemampuannya untuk dapat mewujudkan kekuatan dia sebenarnya.{nl}
QUEST_20160318_003602	Dia menciptakan Rune Stone supaya orang lain dapat menggunakan Rune Stone lebih mudah.{nl}Karena Rune Stone merupakan sesuatu yang sangat luar biasa, generasi berikutnya {nl}Rune Caster Masters harus menjaga Rune Stone dengan baik...{nl}
QUEST_20160318_003603	Sayangnya Rune Stone miliknya hilang saat peristiwa Petrified City.{nl}Itulah kenapa Rune Caster Master masih mencari Rune Stone tersebut.{nl}
QUEST_20160318_003604	Kenyataannya kamu telah datang bersama pengetahuanmu tentang Rune Stone... {nl}Bisa jadi kamu telah dituntun untuk menuju kemari oleh kekuatan ini.
QUEST_20160318_003605	Ya. Meskipun ini kisah yang lama...{nl}Aku dapat mengetahui dimana kemungkinan Rune Stone itu berada.{nl}{nl}
QUEST_20160318_003606	Tempat terakhir yang kurasakan kehadirannya adalah di Royal Mausoleum.{nl}Tapi itu sudah lama sekali... Aku tidak ingat persis dimana aku merasakannya.{nl}
QUEST_20160318_003607	Aku ingat traveler yang datang padaku meminta blessing beberapa ratus tahun lalu.{nl}Dia bilang telah melihat sebuah batu misterius di dekat air terjun {nl}dengan tulisan aneh terukir.{nl}
QUEST_20160318_003608	Sayangnya aku tidak dapat mengetahui apa yang terjadi{nl} di seluruh dunia setelah saya memutuskan untuk melindungi revelation.{nl}Mungkin manusia lebih tahu tentang keberadaan Rune Stone itu daripada aku.{nl}
QUEST_20160318_003609	Mungkin sebuah keluarga yang telah hidup dalam waktu yang lama seperti Jonas family...{nl}Seseorang yang hidup abadi seperti Amjinas pasti mengetahuinya.
QUEST_20160318_003610	Kamu bilang 'Rune Stone' ?{nl}Ahh .. mungkinkah...{nl}
QUEST_20160318_003611	Jika kamu berbicara tentang batu dengan ukiran aneh, ya … aku punya.{nl}Tak tahu berapa lama {nl}tapi dimiliki oleh Jonas family beberapa generasi.{nl}
QUEST_20160318_003612	Tapi sudah dianggap sampah karena tidak tahu untuk apa gunanya.{nl}Sekarang aku tahu itu adalah Rune Stone, terima kasih.{nl}
QUEST_20160318_003613	Kenapa kamu tertarik sekali?
QUEST_20160318_003614	Ohh begitu.{nl}bagi kami ini tidak berguna, akan kuberikan padamu jika memang kamu membutuhkannya.{nl}
QUEST_20160318_003615	Tak peduli seberapa berharganya benda itu, {nl}mesti di tangan yang memang benar-benar membutuhkannya.
QUEST_20160318_003616	Kami kemari untuk mencari Rune Stone?{nl}
QUEST_20160318_003617	Aku tidak tahu darimana kamu mengetahuinya, tapi aku memang memilikinya{nl}Aku susah payah mendapatkannya {nl}ketika dihadiahkan pada Winterspoon family pada waktu itu.{nl}
QUEST_20160318_003618	Meskipun, itu sudah beberapa ratus tahun yang lalu.{nl}Sekarang dimana aku menyimpannya...
QUEST_20160318_003619	Ohh, di sini.{nl}Aku tidak membutuhkannya, kamu boleh memilkinya jika memang perlu.{nl}
QUEST_20160318_003620	Mungkin ini jodohmu, karena kamu yang pertama kali memintanya {nl}mencari sesuatu yang tidak dicari orang bertahun-tahun.{nl}Sebagai pengendali waktu, mungkin itu masa depan yang dijanjikan di masa lalu.
QUEST_20160318_003621	Aku lupa dimana menyimpannya.{nl}Akan kuingat-ingat dulu, maukah kembali lagi nanti?
QUEST_20160318_003622	Maksudmu Rune Stone?{nl}
QUEST_20160318_003623	Aku tidak punya barang semacam ntu...{nl}Tapi aku punya sesuatu yang muncul dalam benakku.{nl}
QUEST_20160318_003624	Ada satu tempat di West Siauliai Woods yang tidak bisa diakses dengan cara biasa.{nl}Selama bertaun-taun aku sering merasakan adanya aura misterius di sekitar situ...{nl}Tapi tak tahu caranya pergi ke sana.{nl}
QUEST_20160318_003625	Mungkin barang yang kamu cari ada di sana.{nl}Jika kamu tahu cara masuk ke sana, bisakah kamu memeriksanya?
QUEST_20160318_003626	Tahukah kamu suatu tempat di West Siauliai Woods {nl}yang tidak bisa diakses dengan cara biasa?{nl}Selama bertaun-taun aku sering merasakan adanya aura misterius di sekitar situ....{nl}
QUEST_20160318_003627	Aku tak tahu caranya ke sana, dan ada apa sebenarnya di sana.{nl}Mungkin kamu bisa menemukan sesuatu jika dapat masuk ke sana.
QUEST_20160318_003628	Rune Stone
QUEST_20160318_003629	(Sesuatu yang tidak dikenali bersinar.)
QUEST_20160318_003630	(Kamu butuh Rune Stones lainnya.)
QUEST_20160318_003631	Sesuatu bersinar di belakang tombstone.{nl}Periksalah?
QUEST_20160318_003632	Kamu akan menemukan banyak sesuatu yang menarik di sana.{nl}
QUEST_20160318_003633	Beberapa waktu yang lalu, seorang mage perempuan menanyakan sesuatu yang aneh.{nl}Sepertinya dia mencari batu yang bersinar berwarna biru atau sesuatu yang lain?{nl}
QUEST_20160318_003634	Aku bilang aku tidak tahu, karena belum pernah melihat sesuatu seperti itu.{nl}Dia bilang ada sesuatu menuju ke Escanciu Village... Aku tidak begitu ingat.
QUEST_20160318_003635	Rune Caster Master
QUEST_20160318_003636	Eh? Kenapa aku merasa ada rune powers dalam dirimu?{nl}
QUEST_20160318_003637	Ya Tuhan! {nl}Ini Rune Stone dari Rune Caster Master pertama itu kan?{nl}
QUEST_20160318_003638	Bagaimana bisa kamu menemukannya?{nl}Aku telah mencarinya sekian lama...{nl}
QUEST_20160318_003639	Rune Stone itu ... Berikanlah padaku?{nl}Meskipun mungkin tidak berarti terlalu banyak untuk orang-orang biasa, {nl}ini sangat berarti bagi para Rune Caster Master.
QUEST_20160318_003640	Terima kasih banyak.{nl}Rune Stone of the first Rune Caster Master akhirnya ditemukan kembali {nl}Terima kasih banyak.{nl}
QUEST_20160318_003641	Aku tak tahu ini cukup atau tidak sebagai hadiah buatmu, tapi aku akan mengajarkanmu sedikit tentang runic characters.{nl}Meskipun jarang, ada beberapa buku yang menulis tentang runic characters.{nl}
QUEST_20160318_003642	Mungkin jika magicmu berhubungan dengan runic characters...{nl}Kamu dapat menjadi seorang Rune Caster.{nl}
QUEST_20160318_003643	Aku yakin kamu bisa menjadi seorang Rune Caster.{nl}Kehendak dari runic characterlah yang membawamu kemari.{nl}
QUEST_20160318_003644	Rune Casters mampu mengeluarkan kekuatan yang besar melalui Rune Stones.{nl}Tapi bagaimanapun juga membutuhkan waktu yang lama untuk bisa menguasainya.{nl}
QUEST_20160318_003645	Oh... Aku terlalu banyak bicara tentang Rune Casters{nl}Tapi terima kasih banyak telah mendapatkan kembali Rune Stone.{nl}
QUEST_20160318_003646	Kembalilah jika kamu berminat menjadi seorang Rune Caster.{nl}
QUEST_20160318_003647	Katakanlah ini sebuah hadiah, aku akan mengajarkanmu runic characters.{nl}Meskipun jarang, ada beberapa buku yang menulis tentang runic characters.{nl}
QUEST_20160318_003648	Kamu akan mampu mencari informasi tentang masa lalu.{nl}Menarik kan?
QUEST_20160318_003649	Wandering Bard
QUEST_20160318_003650	Tanyakan pada owl of the forest, dia akan menjawabnya.{nl}Oh, birch tree, owls satu-satunya yang ada di sana untukmu. {nl}Oh.... Ya satu-satunya...{nl}
QUEST_20160318_003651	Oh, yang muda dan indah...{nl}Memperkenalkan diriku yang apa adanya, Aku adalah seorang mere dandelion seed yang berkelana bersama angin yang berhembus{nl}
QUEST_20160318_003652	Nyanyianku berhembus bersama angin, seperti jiwamu yang bersinar terang...{nl}Apa kamu tertarik dengan lagu dari seorang bard kesepian ini?{nl}
QUEST_20160318_003653	Aku si tua yang malang. {nl}Aku ingin mengatakan padamu, temanmu yang kesepian ini akan segera pergi. {nl}Selamat tinggal...
QUEST_20160318_003654	Hollow Thorn Forest Dungeon
QUEST_20160318_003655	Hollow Thorn Forest Dungeon (Recommended Lv : 145){nl}Hanya kamu dan anggota partimu yang bisa masuk.{nl}Kamu yakin mau masuk?
QUEST_20160318_003656	Blue Fortress Dungeon
QUEST_20160318_003657	Blue Fortress Dungeon (Recommended Lv : 240){nl}Hanya kamu dan anggota partimu yang bisa masuk.{nl}Kamu yakin mau masuk?
