ITEM_20150317_000001	없음_helmet
ITEM_20150918_006657	두 번째 리디아 샤펜의 비석 탁본. 읽어 보세요.
ITEM_20150918_006658	세 번째 리디아 샤펜의 비석 탁본. 읽어 보세요.
ITEM_20150918_006659	네 번째 리디아 샤펜의 비석 탁본. 읽어 보세요.
ITEM_20150918_006660	다섯 번째 리디아 샤펜의 비석 탁본. 읽어 보세요.
ITEM_20150918_006661	사령술사 드라슈스가 주문한 실험 재료. 드라슈스에게 가져다 주세요.
ITEM_20150918_006662	크리아울 개울에서 자라는 물풀. 드라슈스가 강력한 악령을 불러내는데 쓰입니다.
ITEM_20150918_006663	리자드맨에게 다가가 사용한 후 제압하면 리자드맨을 따라오게 만들 수 있는 능력이 담긴 돌.
ITEM_20150918_006664	인프로버크에게 다가가 사용한 후 제압하면 인프로버크를 따라오게 만들 수 있는 능력이 담긴 돌.
ITEM_20150918_006665	리디아 샤펜의 비석 탁본작업을 위해 헌터 탈러스가 빌려준 도구.
ITEM_20150918_006666	인프로버크를 이용해 달군 화살촉.
ITEM_20150918_006667	긴팔 나무를 처치하여 얻은 목탄. 만지면 까맣게 묻어나옵니다.
ITEM_20150918_006668	긴팔 나무에게 불을 붙일 수 있는 폭탄.
ITEM_20150918_006669	브람블이 가지고 있던 계시. 아직 읽을 수 없으니 사울레 여신께 가져가보세요.
ITEM_20150918_006670	잠든 부우크를 다시 깨울 수 있다고 합니다.
ITEM_20150918_006671	유니콘을 유인하기 위해 필요한 졸렘 마석.
ITEM_20150918_006672	유니콘을 처치하고 얻어낸 전리품. 페디미안의 군 관계자를 찾아 전해 주세요.
ITEM_20150918_006673	기름통을 틀어막고 있던 코르크 마개.
ITEM_20150918_006674	양조업을 할 때 사용하는 도구.
ITEM_20150918_006675	석화된 도시 베르크티 광장에서 출몰하는 램베어의 발톱입니다.
ITEM_20150918_006676	석화된 도시 베르크티 광장의 경비병들 무리에 숨어있는 도굴꾼 벤자미나스를 찾기 위한 암호가 새겨진 물병.
ITEM_20150918_006677	아주 오래되어 보이는 지도. 금방 바스라질 것 같습니다.
ITEM_20150918_006678	석화된 도시 베르크티 광장의 몬스터들에게 얻은 향나는 돌가루.
ITEM_20150918_006679	케포으로부터 쉽게 구할 수 있는 고기덩어리. 그러나 사람이라면 절대 먹을 수 없습니다.
ITEM_20150918_006680	큰아귀 길의 나무껍질을 벗겨 낸 뒤 속을 판 부분. 너무 많이 먹지 않도록 하세요.
ITEM_20150918_006681	연인간에 서로의 정표로 교환 했던 물건. 작은 주머니에 담긴 앙증맞은 오르골입니다.
ITEM_20150918_006682	사냥 중에 뜯겨져 나온 케파리의 살점. 끔찍한 냄새 때문에 도저히 그냥은 먹을 수 없습니다.
ITEM_20150918_006683	큰아귀 길에 나 있는 아셀루의 어린 잎. 여러가지 재료나 약재로 쓰입니다.
ITEM_20150918_006684	뭔지 알 수 조차 없는 음식의 찌꺼기. 이것으로 몬스터를 유인 할 수 있습니다. 몬스터가 시야에 들어 왔을 때 V 키를 눌러 사용하면 던질 수 있습니다.
ITEM_20150918_006685	나무뿌리 수정이 뿌려 놓은 에너지원. 이게 모여야 오염을 제거할 수 있습니다.
ITEM_20150918_006686	몬스터에게 뿌리면 분노의 저주로 순례자들을 죽인 몬스터들을 구별할 수 있다고 합니다.
ITEM_20150918_006687	제단에 바쳐진 꽃.
ITEM_20150918_006688	분노한 영혼들을 달래기 위해 제단에 바칠 꽃.
ITEM_20150918_006689	여신상을 수리할 석고가루를 갤 때 쓰이는 물. 아주 맑습니다.
ITEM_20150918_006690	기원의 숲의 작은 시내에서 흐르는 물. 마셔도 될 것 같습니다.
ITEM_20150918_006691	새벽의 묘비에 맺혀 있던 이슬. 그냥 마시기엔 꺼림칙하지만, 일단 마실 수는 있습니다.
ITEM_20150918_006692	순례자 테오필리스가 만든 약. 저주에 걸리지 않는다고 합니다.
ITEM_20150918_006693	[탐욕의 목걸이 - 체력] 이 박혀 있는, 서큐버스의 눈. 테오필리스에게 가져다 주면 목걸이를 빼내어 줄 것 같습니다.
ITEM_20150918_006694	달콤한 향이 강하게 풍기는 벌통조각.
ITEM_20150918_006695	제단에 놓여져 있던 정체불명의 마석 조각.
ITEM_20150918_006696	먹으면 아주 달콤한 맛이 나는 벌통 조각.
ITEM_20150918_006697	신성한 염이 가득한 영혼의 결정체.
ITEM_20150918_006698	성스러운 말씀의 힘이 담겨져 있는 경전.
ITEM_20150918_006699	주교의 영혼이 담긴 경전. 이것으로 주교의 영혼을 언제든지 불러낼 수 있습니다.
ITEM_20150918_006700	물방울 모양의 보석. 메이번의 열쇠를 찾기 위해 필요하다고 합니다.
ITEM_20150918_006701	둥근 모양의 보석. 메이번의 열쇠를 찾기 위해 필요하다고 합니다.
ITEM_20150918_006702	메이번의 첫 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 합니다.
ITEM_20150918_006703	석화된 도시 록소나 장터에서 석화된 서리에 의해 석화당한 경비병들의 유품.
ITEM_20150918_006704	농사를 짓는데 필요한 농기구들이 잔뜩 든 배낭.
ITEM_20150918_006705	아우스테야 여신의 힘이 깃든 벌나무의 가지.
ITEM_20150918_006706	아우스테야 여신의 힘에 불타버린 마족의 재.
ITEM_20150918_006707	마족의 결계를 파괴할 수 있는 구슬. 아우스테야 제단 근처에서 사용하면 마력을 모을 수 있습니다.
ITEM_20150918_006708	허수아비를 제작하기 위한 재료.
ITEM_20150918_006709	허수아비로 만들기에 적당한 두께와 길이의 목재. 엄청난 허수아비를 만든다고 했습니다.
ITEM_20150918_006710	저주의 기운이 응어리진 것. 몬스터가 죽으면서 토해냈습니다.
ITEM_20150918_006711	가시숲에서 발견된 세 번째 계시. 읽어 볼 수 있습니다.
ITEM_20150918_006712	왕릉에서 발견된 네 번째 계시. 읽어 볼 수 있습니다.
ITEM_20150918_006713	아직 읽을 수 없다. 여신 사울레에게 계시의 해석을 부탁하세요.
ITEM_20150918_006714	루클리스 거리의 석화된 책의 탁본을 제작하기 위한 도구.
ITEM_20150918_006715	과거 루클리스 거리에서 벌어진 참사를 알아보기 위한 도구.
ITEM_20150918_006716	원래는 아우스테야 제단에 장식되어 있던 상징. 몬스터의 공격에 의해 조각나 버렸습니다.
ITEM_20150918_006717	아우스테야 여신의 힘이 깃든 상징물, 마족의 힘을 차단하는 효과가 있습니다.
ITEM_20150918_006718	상인 둘케가 잃어버린 짐. 안에 잡다한 생필품들이 들어 있습니다.
ITEM_20150918_006719	숨어 있는 봄볕초를 찾아낼 수 있는 벌꿀 향이 풍기는 젤리.
ITEM_20150918_006720	벌꿀향이 풍기면 땅속에서 솟아오르는 신기한 풀.
ITEM_20150918_006721	메이번의 두 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 합니다.
ITEM_20150918_006722	메이번의 세 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 합니다.
ITEM_20150918_006723	메이번의 네 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 합니다.
ITEM_20150918_006724	메이번의 다섯 번째 열쇠. 모두 다섯 개의 열쇠를 모아야 계시에 다가갈 수 있다고 합니다.
ITEM_20150918_006725	베이니카 제단에 마력을 공급할 수 있는 신표. 오랜 세월로 인해 모든 마력이 방전되어 버렸습니다.
ITEM_20150918_006726	뭔가가 끼여있는 듯한 뿌연 액체. 이걸 용매라고 부를 수 있을까요?
ITEM_20150918_006727	이걸 먹으면 사악한 기운에 저항할 수 있는 힘을 길러준다는데.. 몬스터에게 실험해 보세요.
ITEM_20150918_006728	나크티스의 저주를 치료하는데 필요한 약재.
ITEM_20150918_006729	실험용 약.
ITEM_20150918_006730	탐식의 저주를 풀어주는 약을 잔뜩 바른 고기. 저주받은 순례자에게 억지로 먹이세요.
ITEM_20150918_006731	마족으로 변할 수 있는 방법이 적혀 있는 아주 오래된 문서. 읽어 보세요.
ITEM_20150918_006732	마족으로 변신할 수 있는 스크롤을 만드는데 필요한 재료. 많은 양이 필요합니다.
ITEM_20150918_006733	언제든지 마족으로 변신할 수 있는 스크롤. 단, 재료로 쓰인 마족으로만 가능합니다.
ITEM_20150918_006734	나크티스의 부하에게 되찾은 낡은 열쇠.
ITEM_20150918_006735	성소에 바칠 몬스터의 고기. 기름기가 없는 순수한 살코기라서 비린내가 적습니다.
ITEM_20150918_006736	성소의 휘장을 찢어서 삼킨 몬스터들을 찾아낼 수 있는 문장. 클레릭 마스터의 신앙의 표식입니다.
ITEM_20150918_006737	몬스터의 질긴 가죽. 질긴 만큼 물이 새지 않습니다.
ITEM_20150918_006738	대성당에서 발견된 여섯 번째 계시. 읽어 볼 수 있습니다.
ITEM_20150918_006739	저주와 관련된 마군주에 대한 문헌. 나크티스 관련 내용을 심도있게 다루고 있습니다.
ITEM_20150918_006740	순례자 달러스의 시신.
ITEM_20150918_006741	칼리스 기단에서 석화된 도시의 근무자들을 위해 특별 제작한 시원한 맛의 알약.
ITEM_20150918_006742	석화서리에 희생당한 병사들이 마지막으로 거네준 유품.
ITEM_20150918_006743	보코르 에디타가 부탁한 사념체를 불러내기 위한 영약의 재료.
ITEM_20150918_006744	석화된 사람들에게 사용하여 사념체를 불러내는 영약.
ITEM_20150918_006745	석화되어가는 몬스터에게 사용하여 석화를 융해합니다.
ITEM_20150918_006746	석화되어가는 몬스터를 처치하고 얻은 석화 표본.
ITEM_20150918_006747	비교적 상태가 좋은 루클리스 시대의 기록.
ITEM_20150918_006748	소리가 새어나가는 걸 막아주는 마법이 담긴 강력한 스크롤. 가고일에게 사용하세요.
ITEM_20150918_006749	불의 기운이 담긴 보석.
ITEM_20150918_006750	불안정한 불의 기운이 담긴 보석.
ITEM_20150918_006751	1층 입구 정화장치의 부품.
ITEM_20150918_006752	1층 중앙 정화장치의 부품.
ITEM_20150918_006753	1층 통로 정화장치의 부품.
ITEM_20150918_006754	광산에서 사용하는 기계장치들에 사용하는 윤활유.
ITEM_20150918_006755	몬스터가 부서버린 2층 주 정화장치의 부품.
ITEM_20150918_006756	석화고래가 부서버린 2층 주 정화장치의 부품.
ITEM_20150918_006757	양조업자의 장인정신이 느껴지는 벌꿀술.
ITEM_20150918_006758	펠타스타 마스터가 부탁한 재료.
ITEM_20150918_006759	사육하는 매에게 먹이로 주는 고기. 매가 좋아합니다.
ITEM_20150918_006760	영기를 모아 둘 수 있는 구슬. 사용하기에 따라서 영기를 모아 둘수도 있고 꺼낼 수도 있습니다.
ITEM_20150918_006761	진실의 눈의 깨어진 조각. 모두 모아서 복구시켜야만 사용할 수 있습니다.
ITEM_20150918_006762	영혼의 실체를 볼 수 있게 해준다. 실체가 없는 몬스터에게 사용해 보세요.
ITEM_20150918_006763	방황하는 영혼을 끌어당기는 힘이 있다. 응축된 원한을 찾는 데 필요합니다.
ITEM_20150918_006764	제자 호네스가 스승이 말해준 내용을 적어둔 메모. 리티니스 지하묘에 설치된 장치들을 해제하는 방법에 대해 알 수 있습니다. 읽어볼 수 있습니다.
ITEM_20150918_006765	깨어진 계약의 공간마석 파편. 제 기능을 하기 위해서는 복원작업이 필요할 것 같습니다.
ITEM_20150918_006766	다른 공간마석을 더 모은다면 스승의 숨겨진 장소로 갈 수 있습니다.
ITEM_20150918_006767	공간이동을 하는데 사용되는 마석. 스승의 숨겨진 장소로 갈 수 있습니다.
ITEM_20150918_006768	큐폴 비타가 준 성스러운 정화의 기운이 담긴 가루. 사악한 기운을 정화할 수 있습니다.
ITEM_20150918_006769	마족과의 계약에 종속되어버린 유골. 죽어서도 자유롭지 못합니다.
ITEM_20150918_006770	발류스의 마력이 느껴집니다.
ITEM_20150918_006771	발류스가 생전에 만든 마기를 억제하는 힘이 있는 인장. 마족의 힘을 약화시킵니다.
ITEM_20150918_006772	컴패니언 상점에서 벨하이더로 교환할 수 있습니다.
ITEM_20150918_006773	컴패니언 상점에서 매로 교환할 수 있습니다.
ITEM_20150918_006774	르귄가의 인장. 상당히 오래전에 부서져서 일부만 남아있습니다.
ITEM_20150918_006775	왕국 군단의 유실된 군단기. 심하게 훼손되어 어느 군인지 알아볼 수 없습니다.
ITEM_20150918_006776	죽은 자의 미련이 강하게 느껴지는 유품. 주인이 어떤 사람이었는 지, 언제 죽었는 지, 어떤 일로 죽게 되었는 지는 알 수 없습니다.
ITEM_20150918_006777	실트의 증표에 당한 몬스터는 방어력이 약해지고 이동속도가 약간 증가합니다.
ITEM_20150918_006778	크리오맨서 코스타스가 부탁한 석화 탐지기의 구동핵. 고장나 있습니다.
ITEM_20150918_006779	디코 도굴단이 왕국군 경비병들에게서 훔쳐간 군용 물자.
ITEM_20150918_006780	루클리스 거리의 석화된 책의 탁본.
ITEM_20150918_006781	몬스터의 체취가 묻은 보급품. 냄새가 보통 심각한게 아닙니다.
ITEM_20150918_006782	일정 시간 뒤 큰 소란을 일으킬 수 있는 강력한 폭탄.
ITEM_20150918_006783	무거운 물건도 어디에나 붙일 수 있는 끈적한 액체.
ITEM_20150918_006784	던지면 곧 폭발하는 위험한 폭탄.
ITEM_20150918_006785	화력 좋은 폭탄. 소리가 매우 큽니다.
ITEM_20150918_006786	600년 전, 루클리스의 반란 때 왕국군 측에서 살포된 항복을 권유하는 선전물.
ITEM_20150918_006787	칼리스 기사단이 강력하게 요구한 석화서리 연구재료.
ITEM_20150918_006788	왕국군의 명예와 긍지를 적어둔 장문의 선전물.
ITEM_20150918_006789	블룻의 힘이 담긴 증표. 부하 마족들에게 나눠준 듯 합니다.
ITEM_20150918_006790	큐폴 아루네가 마족을 심문할때 사용하던 구슬. 하우벅의 도움이 필요합니다.
ITEM_20150918_006791	여신 바카리네가 공간의 권능을 부여한 수정. 지드로네에 의해 인간이 사용할 수 있도록 변환되었습니다.
ITEM_20150918_006792	하우벅의 영혼이 도주하기 위해 스스로를 나눠버렸습니다.
ITEM_20150918_006793	큐폴 다이바가 마족들을 감시하기 위해 만든 분광구. 사용하면 숨어있는 하우벅을 찾을 수 있습니다.
ITEM_20150918_006794	여신 바카리네의 권능이 담긴 룬. 마족의 영혼을 흡수합니다.
ITEM_20150918_006795	마족 수감소에 들어온 탐사대들이 남긴 유품. 마족에게 살해당한듯 합니다.
ITEM_20150918_006796	라다 봉인에서 떨어져 나온 징표 조각. 디오니스가 자아를 잃었을 때 난동을 부린 흔적입니다.
ITEM_20150918_006797	마족들에게 박혀있던 발톱. 디오니스의 공격을 받았나 봅니다.
ITEM_20150918_006798	큐폴 시기타는 이 이빨로 마족들에게 본보기를 보인다고 합니다.
ITEM_20150918_006799	대지의 요새 건설 당시, 인부들이 사용하던 폭약. 불만 붙이면 쉽게 터뜨릴 수 있습니다.
ITEM_20150918_006800	이 풀을 짓이기면 강한 향이 나와 몬스터들이 달려든다고 합니다. 물건에 짓이겨 발라두면 몬스터들이 제 둥지인 양 지킨다고 합니다.
ITEM_20150918_006801	소화되느라 훼손 정도가 심한 유물. 간신히 형체만 알아볼 수 있습니다.
