QUEST_LV_0200_20150317_000001	필리파스 직속 부대원
QUEST_LV_0200_20150406_006230	정말 감사합니다.{nl}배가 든든해야 잘 싸울 수 있지요.
QUEST_LV_0200_20150406_006231	{memo X}마지막으로.. 식량창고가 몬스터들에게 자주 노려지는게 문제입니다.{nl}그 곳을 지키는 친구가 있긴 하지만, 언제나 위험하니까요.
QUEST_LV_0200_20150406_006232	식량창고는 비노가 양조장 터에 있습니다.{nl}설마 벌써 늦어버린 건 아니겠지요?
QUEST_LV_0200_20150406_006233	창고지기가 계시자님께 감사하다고 꼭 전해달라 그러더군요. {nl}참, 도움을 구하는 다른 동료들을 보면 도와 주세요.
QUEST_LV_0200_20150406_006234	계시자님이시지요?{nl}이런 시골에 있어도 간간히 소식은 듣거든요.{nl}
QUEST_LV_0200_20150406_006235	저는 호라치우스를 도와 남작의 마법진들을 해체하고 있어요.{nl}괜찮다면 조금 도와주시겠어요?
QUEST_LV_0200_20150406_006236	남작은 이상한 기운이 위험한 것이라며 가까히 가지 말라고 했지만요.{nl}제 의견은 조금 달라요.{nl}
QUEST_LV_0200_20150406_006237	페디미안에 있는 거대 제미나 여신상에서 느꼈던 기운과 비슷했어요.{nl}오히려 이 땅을 정화하고 있는 것이 아닐까 싶을 정도로요.
QUEST_LV_0200_20150406_006238	어디보자. 이제 남은 것은 3개 정도네요.{nl}다르바스 진입로랑 파데카 제단, 그리고 휴경지예요.
QUEST_LV_0200_20150406_006239	이 농장의 사람들은 파데카 제단에서 제미나 여신께 기도를 올렸었어요.{nl}하지만 남작이 마법진을 만들고 나서 말도 안되는 몬스터가 자리를 잡고 말았지요.
QUEST_LV_0200_20150406_006240	{memo X}마법진에 몬스터가 이끌렸다고 짐작만 할 뿐이예요.{nl}마법진이 제단의 신성한 힘을 누르고 있다.. 정도일까요?
QUEST_LV_0200_20150406_006241	키르멜리치라는 몬스터에요.{nl}그 몬스터를 없앤 뒤엔 마법진을 없애는 것도 잊지 마세요.
QUEST_LV_0200_20150406_006242	카르멜리치 때문에 기도를 못 드린지 오래 되었어요.{nl}여신께서 노하시면 어쩌지요?
QUEST_LV_0200_20150406_006243	수고하셨어요.{nl}이제 다시 제미나 여신께 기도를 올릴 수 있겠지요.
QUEST_LV_0200_20150406_006244	휴경지에 있는 마법진은 보호 결계가 있어서 바로 파괴하기는 어려워요.{nl}제가 축복의 마법석을 드릴 테니 이걸 던져서 파괴해 보세요.
QUEST_LV_0200_20150406_006245	전 신수의 날 이전엔 사제 수업을 받았었지요.{nl}지금은 농사일이 더 좋아서 이곳으로 왔지만요.
QUEST_LV_0200_20150406_006246	{memo X}섣불리 마법진에 다가갔다간 다치기만 할 뿐이예요.{nl}꼭 축복의 마법석으로 마법진을 파괴해 주세요.
QUEST_LV_0200_20150406_006247	성공하셨군요!{nl}이제 이 농장도 서서히 제 모습을 찾아가네요.
QUEST_LV_0200_20150406_006248	이제 마지막이네요. {nl}타르바스 진입로에 있는 마법진은 몬스터의 방해가 거셀 거예요.{nl}신성한 기운이 억눌리니 자연히 그곳으로 몰리는 거겠지요.
QUEST_LV_0200_20150406_006249	마법진이 몬스터를 끌어들이는 건 아니지만요.{nl}이상한 기운.. 그러니까 신성한 기운을 억누르니 자연스레 몬스터가 몰리는 거예요.
QUEST_LV_0200_20150406_006250	이걸로 이 농장에 있는 모든 마법진들은 전부 파괴되었어요.{nl}이제 호라치우스의 일만 무사히 성공하길 빌어야겠어요. 
QUEST_LV_0200_20150406_006251	어째 이건 예전에 모셔뒀던 여신상 같은 걸?{nl}누군가 일부러 부순 것 같은데.. 설마 남작일까?{nl}
QUEST_LV_0200_20150406_006252	당신은 적어도 남작의 측근은 아닌 것 같군.{nl}우린 도움이 필요해. 이 땅을 어떻게든 다시 살리고 싶어.{nl}
QUEST_LV_0200_20150406_006253	남작이 이 농장을 정화한다며 뭔가를 하고 있대.{nl}그런데 요즘 들어 작물이 말라 죽어 버리거나 몸져 눕는 사람들이 계속 생기고 있어.{nl}
QUEST_LV_0200_20150406_006254	처음엔 설마 했는데 이 조각이 진짜 여신상이라면..{nl}남작이 우리에게 거짓말을 했든가, 무언가 잘못되고 있거나. 둘 중 하나겠지.
QUEST_LV_0200_20150406_006255	일단 이 조각들을 붙여 봐야겠어.{nl}조금 불경스럽지만 몬스터에게서 끈적이는 진액을 모아 주겠어?
QUEST_LV_0200_20150406_006256	여신상을 더럽히는 것 같지만 가진 게 아무것도 없으니 어쩔 수 없네.{nl}여신께서도 용서해 주실 거야.
QUEST_LV_0200_20150406_006257	그래. 그 정도면 충분해. 이건 일단 내가 붙여 볼께. {nl}참, 그리고 한 가지만 더 부탁할게 있어.
QUEST_LV_0200_20150406_006258	{memo X}남작은 그 동안 해온 짓들 때문에 평판이 아주 나빠.{nl}게다가 요즘들어 벌어지고 있는 일들.. 남작이 무언가를 꾸미고 있는게 분명해.{nl}
QUEST_LV_0200_20150406_006259	하지만 남작도 사람인데 어떻게 그런 짓을 하겠냐는 사람들도 있어.{nl}그래서 그 사람들을 설득할 단서를 모으는 거지.
QUEST_LV_0200_20150406_006260	사거리 쪽으로 가면 묘하게 반짝거리는 연기를 볼 수 있을거야.{nl}몬스터를 죽지 않을 정도로만 제압해서 그쪽으로 끌고 가면 알 수 있지 않을까?
QUEST_LV_0200_20150406_006261	결과는 아직인가?{nl}몬스터로 확인해보면 분명 좋든 나쁘든 반응이 있을 거야.
QUEST_LV_0200_20150406_006262	확실히 수상해.{nl}그 기운이 정말 나쁜 기운이라면 몬스터를 공격할 리 없잖아?{nl}
QUEST_LV_0200_20150406_006263	덕분에 좋은 증거를 얻었어.{nl}이거라면 다른 사람들을 충분히 설득할 수 있을지도 몰라. 고마워!
QUEST_LV_0200_20150406_006264	바라스
QUEST_LV_0200_20150406_006265	아무리 생각해도 농사를 망치는 건 저 마법진 때문일게요.{nl}땅을 정화시켜주긴 커녕 시들거리고 있잖소.{nl}
QUEST_LV_0200_20150406_006266	아무리 남작님 명령이라지만 이건 너무하지 싶소.{nl}하지만 쟁기만 잡아 본 손으로 무엇을 할 수 있겠소?
QUEST_LV_0200_20150406_006267	이 곳은 원랜 비옥한 땅이요.{nl}남작의 부하들이 마법진을 만들고부터 수확량이 확 줄어 버렸지.{nl}
QUEST_LV_0200_20150406_006268	정화? 웃기지도 않는 소리. {nl}땅은 우리 농부들이 더 잘 아오.
QUEST_LV_0200_20150406_006269	{memo X}내가 주는 장작으로 불을 질러서 없앨 수 있소.{nl}하지만 보호막 같은 게 있어서 불을 붙인다 해도 잘 꺼질 게요.{nl}
QUEST_LV_0200_20150406_006270	{memo X}사방에 널린 단델에게 불쏘시개라도 구해서 계속 지펴보는게 어떨까 싶소.
QUEST_LV_0200_20150406_006271	요즘같은 시대에 말도 안되는 소작료를 걷는 것도 참아줄 수 있다 그말이요.{nl}어떻게 사람의 탈을 쓰고 그런 짓을 할 수 있는지.
QUEST_LV_0200_20150406_006272	해결했소?{nl}거 참 대단하군. 하지만 저것 말고도 마법진은 또 있소.
QUEST_LV_0200_20150406_006273	정말 마법진이 거짓이라면 탈리아 오솔길의 마법진도 여신의 권능으로 없앨 수 있을 거요.{nl}가령 여신상이라던가 말이오. 어떻게 구할 방법이 없겠소?
QUEST_LV_0200_20150406_006274	정말로 마법진이 좋은 거라면 소작료를 더 바치고 싹싹 빌면 그만이요.{nl}여신의 권능으로 확인해 보면 확실하게 알겠지.{nl}
QUEST_LV_0200_20150406_006275	하지만 그런게 아니라면 남작은 각오해야 할 게요.{nl}우릴 속이고, 땅을 병들게 하고, 동료가 사라지고.. 다 남작이 저지른 짓이 아니면 뭐란 말이오?
QUEST_LV_0200_20150406_006276	과연, 요아나가 가지고 있었군. 그 힘으로 마법진을 없애 보시오. {nl}그러고 나서 주변의 작물들을 확인해 보면 확실해 지겠지.
QUEST_LV_0200_20150406_006277	마침 잘 왔어. {nl}이 여신상이 필요하다 그랬지? 자. 가져가.{nl}
QUEST_LV_0200_20150406_006278	네가 구해준 진액으로 조각들을 이어 붙였더니 역시 여신상이였어.{nl}그런데 내 실력으론 이게 한계라.. 잘못하면 부서질지도 몰라.
QUEST_LV_0200_20150406_006279	{memo X}그 마법진이 좋은 것이여도 문제고 나쁜 것이여도 문제군.{nl}그래도 남작에게 머리를 조아리며 싹싹 비는 것보단 낫겠지. 
QUEST_LV_0200_20150406_006280	네가 구해준 진액으로 조각들을 이어 붙였더니 역시 여신상이였어.{nl}그런데 내 실력으론 이게 한계라.. 잘못하면 부서질지도 몰라.{nl}
QUEST_LV_0200_20150406_006281	그렇군. 정말 고맙소.{nl}적어도 그 마법진이 나쁜 거라는건 확실한 것 아니오?{nl}
QUEST_LV_0200_20150406_006282	그나저나 여신상이 파괴되었다니 안타깝지만 너무 낙심 마시오. {nl}그 정도는 여신께서도 용서해 주실 거라오.
QUEST_LV_0200_20150406_006283	만약 마법진을 여신의 권능으로 없앨 수 있다면 남작은 각오해야 할 거요.{nl}아니면, 여신의 권능이 사악한 것이라고 발뺌이라도 하려나 봐야겠소.{nl}
QUEST_LV_0200_20150406_006284	{memo X}혹시 몬스터들이 가져간 제 곡식 주머니를 못보셨나요?{nl}제발 부탁이니 곡식 주머니를 찾아 주세요. 소작료를 내야 된단 말이예요.
QUEST_LV_0200_20150406_006285	소작료를 내지 못하면 이번엔 정말 쫓겨날 거예요.{nl}제발 도와주세요.
QUEST_LV_0200_20150406_006286	정말 감사합니다.{nl}어떻게 모은 건데 맘에 안든다고 몬스터 무리에 던져버리다니, 몹쓸 사병들..
QUEST_LV_0200_20150406_006287	라무스 사거리로 가는 길에 불완전한 마법진이 있어.{nl}이상한 기운이 새어 나온다며 절대로 가까히 가지 말라는데, 영 그렇게 보이지 않거든.{nl}
QUEST_LV_0200_20150406_006288	아무리 봐도 의심스러운 것 투성이야.{nl}나는 이 조각들을 붙여야 하니까, 나 대신 그 기운에 대해 알아봐 줄래?
QUEST_LV_0200_20150406_006289	그 동안 저희를 도와 주셔서 정말로 감사했습니다.{nl}이젠 더 이상 당하고만 있지 않을 겁니다.{nl}
QUEST_LV_0200_20150406_006290	계시자님의 발걸음에 여신의 축복이 가득하길 빌면서..{nl}계시자님도 저희가 성공하길 빌어주세요.
QUEST_LV_0200_20150406_006291	계시자님. 때가 무르익었습니다.{nl}이제 우리는 우리의 일을 하려고 합니다.
QUEST_LV_0200_20150406_006292	{memo X}수고하셨습니다.{nl}마족들을 그렇게나 많이 처치했으니 그녀의 기세도 한결 누그러질 거예요.
QUEST_LV_0200_20150406_006293	주인을 잃은 하우벅의 부하들은 봉인 조각을 가진 그녀를 따르기 시작했거든요.{nl}하우벅의 입장에선 배신자나 다름 없는 셈이지요.
QUEST_LV_0200_20150406_006294	{memo X}하우벅이 자신의 부하들에게 충성의 증표로 나누어주었던 하우벅의 증표를 되찾는 거예요.{nl}제 2 격리구로 가세요. 그 곳에 모여있을 겁니다.
QUEST_LV_0200_20150406_006295	지금도 하우벅의 부하들은 누아일레를 하우벅으로 여기며 따르고 있습니다.{nl}하지만 하우벅이 자신의 증표를 되찾는다면 진짜 주인이 누군지 깨닫게 되겠지요.{nl}
QUEST_LV_0200_20150406_006296	그런데 누아엘레의 행동이 좀 이상합니다.{nl}사실 그녀가 그간 몰래 모아왔던 힘이라면 당장 결계를 뚫고 나갈 수도 있었거든요.{nl}
QUEST_LV_0200_20150406_006297	{memo X}하우벅의 도움을 받아야 할 겁니다.{nl}하우벅은 같은 마족이니 생각을 읽어낼 수 있을 겁니다.
QUEST_LV_0200_20150406_006298	{memo X}처음부터 이 마족 수감소를 자신만의 마계로 만들 생각이었군요.{nl}이곳이 그녀의 손에 넘어가면 아우슈리네님조차 손쓸 방법이 없었을 겁니다.
QUEST_LV_0200_20150406_006299	{memo X}먼저 제 4 격리구의 ★몬스터들을 치는 건 어떨까요?{nl}그들을 처치한다면 누아엘레의 가장 강력한 무기를 하나 제거하는 셈이니까요.
QUEST_LV_0200_20150406_006300	{memo X}원랜 하우벅의 부하들 이었지요. 하우벅도 더는 그들이 필요 없을 겁니다.{nl}하우벅이 봉인되자마자 바로 누아엘레에게 달려가 그의 봉인 조각을 넘겨줬거든요.
QUEST_LV_0200_20150406_006301	{memo X}누아엘레는 제거되었지만 제 4 격리구의 마족들은 아직도 그녀의 명령을 따르고 있어요.{nl}그녀의 파편을 녀석들에게서 제거하지 않으면 마족들이 또 들고 일어날 거예요.
QUEST_LV_0200_20150406_006302	{memo X}{nl}우리는 이 일을 교훈삼아 두 번 다시 이런일이 일어나게 해선 안 됩니다.{nl}제 4 격리구의 마족들을 처치하 누아엘레의 파편을 회수해주세요.
QUEST_LV_0200_20150406_006303	누아엘레가 준비해 온 시간만큼..{nl}수감소의 질서를 바로 잡는덴 오랜 시간이 걸릴 것 같군요.
QUEST_LV_0200_20150406_006304	{memo X}감사합니다. 이 파편은 제가 직접 파괴하겠습니다. {nl}당신에게 여신의 가호가 함께하길.
QUEST_LV_0200_20150406_006305	{memo X}누아엘레는 지금 자신의 영역에서 마계 소환 의식을 치르고 있습니다.{nl}하지만 그녀의 모든 팔과 다리는 끊어진 셈이니 그를 처단하는건 쉬운 일입니다.{nl}
QUEST_LV_0200_20150406_006306	{memo X}대형 전이틈새를 소멸시켰지만 그동안 넘어온 마족들이 너무 많습니다..
QUEST_LV_0200_20150406_006307	{memo X}최후의 수단을 쓸 수밖에 없겠습니다.{nl}강대한 힘을 가졌던 마족들에게 채워 놓았던 봉인의 증표를 회수해 오십시오.
QUEST_LV_0200_20150406_006308	{memo X}봉인의 증표는 새겨진 자의 힘을 빨아들입니다.{nl}엣메스타 격리구의 마족들에게 저녁별 룬으로 제압하면 얻을 수 있을 것입니다.
QUEST_LV_0200_20150406_006309	수감소의 모든 마족들을 곁에서 감시할 순 없었습니다.{nl}그렇기에 그들의 힘이 발현되지 못하도록 봉인의 증표를 새겨두었습니다.
QUEST_LV_0200_20150406_006310	{memo X}잘하셨습니다.{nl}이 징표들로 봉인된 하우벅의 영혼을 더 크게 키울 수 있을 것입니다.
QUEST_LV_0200_20150406_006311	몬스터들이 이 조각을 노리고 있었다고?{nl}이건 나도 처음 보는 건데.. 오른쪽에 있는 가우데지 제단도 확인해 봐야겠군.
QUEST_LV_0200_20150406_006312	{memo X}그것 때문에 마족들을 잠시 마석으로 유인한 건데.. {nl}마을 사람들의 성급한 행동이 결국 화를 불렀습니다.{nl}
QUEST_LV_0200_20150406_006313	단순히 상징의 의미인지 어떤 힘이 깃들어 있는 건지 알 필요가 있겠습니다.{nl}먼저 방치된 포도밭에서 리자드맨의 발톱 수집을 부탁드릴게요.
QUEST_LV_0200_20150406_006314	리자드맨은 신수의 날 이후에 대량으로 발생한 몬스터예요.{nl}이 묘목에 무언가 힘이 깃든 거라면 그 발톱에 틀림없이 반응을 보이겠지요.
QUEST_LV_0200_20150406_006315	계시자님, 이것 참 굉장하네요!{nl}가져오신 몬스터의 발톱에 묘목의 힘을 불어넣었더니 바로 부식되어버렸습니다.
QUEST_LV_0200_20150406_006316	이 표본도 아까의 발톱과 똑같이 반응을 보겠습니다.{nl}잘 되면 정말 좋겠는데.. 계시자님도 지켜봐 주세요!
QUEST_LV_0200_20150406_006317	마스터님께서 오실 때까지 대규모 정화의 밑작업을 좀 해 놓을까 해요.{nl}크비에 농장 터에서 주황 타마의 체액을 다섯 병 정도만 모아 주실 수 있을까요?
QUEST_LV_0200_20150406_006318	사악한 기운 때문에 수확이 줄어드는 것 보다 제일 더 큰 문제는 몬스터야.{nl}리자드맨을 몰아내 준다면 조금 더 버틸 수 있을지도 모르겠군.
