QUEST_LV_0100_20150317_000001	경계병
QUEST_LV_0100_20150317_003991	마을 주민 수색
QUEST_LV_0100_20150317_003992	바이도타스는 수정광산 3층 어딘가에 마을 사람들이 갇혀 있을거라 말합니다. 마을 사람들을 찾아보세요.
QUEST_LV_0100_20150317_003993	광부와 대화
QUEST_LV_0100_20150317_003994	부베에게 잡혀 온 광부와 대화하세요.
QUEST_LV_0100_20150317_003995	갑자기 몰려든 수정거미 처치
QUEST_LV_0100_20150317_003996	네더보바인 처치
QUEST_LV_0100_20150317_003997	갑자기 나타난 네더보바인은 매우 위험해 보입니다. 네더보바인을 처치하세요.
QUEST_LV_0100_20150317_003998	수상해 보이는 봉인 확인
QUEST_LV_0100_20150317_003999	수정 기둥에 무언가 봉인되어 있습니다. 수정 기둥을 살펴보세요.
QUEST_LV_0100_20150317_004000	마족 미르티스 처치
QUEST_LV_0100_20150317_004001	폐쇄된 구역에는 마족이 있었습니다. 눈 앞의 미르치스를 해치웁시다.
QUEST_LV_0100_20150317_004002	미르티스 처치
QUEST_LV_0100_20150317_004003	석공 피포티와 대화
QUEST_LV_0100_20150317_004004	석공 피포티는 굉장히 난감해 보입니다. 석공 피포티와 대화해 보세요.
QUEST_LV_0100_20150317_004005	피포티의 동료 찾기
QUEST_LV_0100_20150317_004006	석공 피포티는 동료가 갑자기 사라졌다고 합니다. 반딧불이의 숲 근처 어딘가에 있는 피포티의 동료를 찾아주세요.
QUEST_LV_0100_20150317_004007	석공 피포티의 동료는 안타깝게도 숨을 거두고 말았습니다. 석공 피포티에게 돌아가 보세요.
QUEST_LV_0100_20150317_004008	습격한 몬스터 처치
QUEST_LV_0100_20150317_004009	피포티의 지도에 표시된 곳으로 이동
QUEST_LV_0100_20150317_004010	석공 피포티가 준 지도에는 어떤 장소가 표시되어 있습니다. 지도를 우클릭하여, 지도에 표시된 곳으로 가 보세요.
QUEST_LV_0100_20150317_004011	몬스터 방해를 피해 보물상자 확인
QUEST_LV_0100_20150317_004012	석공 피포티가 준 지도에는 뭔가가 감춰진 곳이 표시되어 있었습니다. 요나졸렘의 방해를 피해 보물상자를 열어 보세요.
QUEST_LV_0100_20150317_004013	요나 졸렘으로부터 %s 획득
QUEST_LV_0100_20150317_004014	요나졸렘 처치
QUEST_LV_0100_20150317_004015	석공 피포티가 준 지도에 표시된 곳으로 이동
QUEST_LV_0100_20150317_004016	석공 피포티가 준 지도는 여기 말고도 여러군데가 더 표시되어 있습니다. 지도를 우클릭하여 연 뒤, 표시된 곳으로 가 보세요.
QUEST_LV_0100_20150317_004017	몬스터의 방해를 피해 보물상자 확인
QUEST_LV_0100_20150317_004018	석공 피포티가 준 지도에는 뭔가가 감춰진 곳이 표시되어 있었습니다. 몬스터의 방해를 피해 보물상자를 열어 보세요.
QUEST_LV_0100_20150317_004019	석공 피포티가 준 지도는 여기 말고도 여러군데가 더 표시되어 있습니다. 지도를 우클릭하여, 표시된 곳으로 가 보세요.
QUEST_LV_0100_20150317_004020	석공 피포티가 준 지도는 여기 말고도 여러군데가 더 표시되어 있습니다. 지도를 우클릭하여,  표시된 곳으로 가 보세요.
QUEST_LV_0100_20150317_004021	석공 피포티가 준 지도에는 뭔가가 감춰진 곳이 표시되어 있었습니다. 방해하는 웨어울프를 처치하고 상자를 열어 보세요.
QUEST_LV_0100_20150317_004022	탐험가 바키스와 대화
QUEST_LV_0100_20150317_004023	탐험가 바키스는 꽤나 곤란한 표정을 짓고 있습니다. 탐험가 바키스와 대화해 보세요.
QUEST_LV_0100_20150317_004024	{memo X}바키스가 잃어버린 일지 회수
QUEST_LV_0100_20150317_004025	{memo X}탐험가 바키스는 몬스터들이 가방을 탈취해 달아났다고 합니다. 바키스의 소중한 일지만이라도 찾아다 주는 것이 좋겠습니다.
QUEST_LV_0100_20150317_004026	탐험가 바키스의 일지를 찾았습니다. 바키스에게 일지를 되돌려주러 가세요.
QUEST_LV_0100_20150317_004027	습격받은 바키스 구출
QUEST_LV_0100_20150317_004028	{memo X}탐험가 바키스는 몬스터에게 공격을 받고 있습니다! 몬스터를 물리치고 탐험가 바키스를 구해 주세요.
QUEST_LV_0100_20150317_004029	{memo X}간신히 거대한 몬스터를 물리쳤지만 바키스는 크게 다친 것 같습니다. 탐험가 바키스와 대화 해 보세요.
QUEST_LV_0100_20150317_004030	라자토드 처치
QUEST_LV_0100_20150317_004031	{memo X}바키스의 캠프에서 유품을 태워 고인을 위로
QUEST_LV_0100_20150317_004032	{memo X}바키스는 끝끝내 숨을 거두고 말았습니다. 바키스가 거주하던 캠프에 있는 모닥불에 바키스의 유품인 일지를 태워 바키스의 영혼을 위로해 줍시다.
QUEST_LV_0100_20150317_004033	{memo X}탐험가 바키스의 자료 수집
QUEST_LV_0100_20150317_004034	{memo X}바키스는 생전에 하던 연구에 아직 미련이 남은 것 같습니다. 디키네 갈림길 근처에서 그의 자료를 모아 주세요.
QUEST_LV_0100_20150317_004035	{memo X}디키네 갈림길 근처에서 바키스의 자료를 수집
QUEST_LV_0100_20150317_004036	{memo X}디키네 갈림길 근처의 바키스의 자료를 수집
QUEST_LV_0100_20150317_004037	탐험가 바키스의 영혼과 대화
QUEST_LV_0100_20150317_004038	바키스는 이제 생전의 연구에 미련이 없어 보입니다. 그의 연구를 한데 모아 잘 태워 그를 위로해 주세요.
QUEST_LV_0100_20150317_004039	언낙커 처치
QUEST_LV_0100_20150317_004040	{memo X}아파티 벼렁 근처에서 바키스의 자료를 찾기
QUEST_LV_0100_20150317_004041	바키스는 생전에 하던 연구에 아직 미련이 남은 것 같습니다. 아파티 벼랑 근처에서 그의 자료를 모아 주세요.
QUEST_LV_0100_20150317_004042	습격해온 몬스터 처치
QUEST_LV_0100_20150317_004043	{memo X}몬스터가 습격해왔습니다. 빨리 처치하는게 좋겠습니다.
QUEST_LV_0100_20150317_004044	습격해온 호그마 처치
QUEST_LV_0100_20150317_004045	{memo X}완성된 일지를 캠프 모닥불에 태우자
QUEST_LV_0100_20150317_004046	{memo X}바키스 영혼과 대화
QUEST_LV_0100_20150317_004047	집으로 돌아간 줄 알았던 석공 피포티가 보입니다. 석공 피포티와 대화해 보세요.
QUEST_LV_0100_20150317_004048	{memo X}높이굽은 길에서 추모비 재료 중 바위 채취
QUEST_LV_0100_20150317_004049	{memo X}석공 피포티는 죽은 친구와 이곳에서 죽은 많은 탐험가들을 위해 추모비를 세우고 싶어 합니다. 먼저 높이굽은 길에 있는 바위를 가져다 주세요.
QUEST_LV_0100_20150317_004050	에하트 처치 후 %s 획득
QUEST_LV_0100_20150317_004051	클라페다 대장장이에게서 석공용 도구 구입
QUEST_LV_0100_20150317_004052	재료인 바위를 구했으니 도구를 구할 차례입니다. 클라페다 대장장이에게서 석공용 도구를 구입하세요.
QUEST_LV_0100_20150317_004053	석공 피포티에게 전달
QUEST_LV_0100_20150317_004054	재료인 바위와 석공 도구를 전부 구했습니다. 석공 피포티에게 돌아가 전해 주세요.
QUEST_LV_0100_20150317_004055	석공 피포티는 그 동안 추모비에 대한 내용을 구상하고 있었습니다. 피포티와 대화하여 완성된 추모비를 받으세요.
QUEST_LV_0100_20150317_004056	{memo X}굽어보는 교차로의 왕릉 입구에 추모비 설치
QUEST_LV_0100_20150317_004057	{memo X}이곳에서 죽은 이들을 추모하기엔 왕릉 입구가 적격인 것 같습니다. 굽어보는 교차로에 있는 왕릉 입구에 추모비를 설치하세요.
QUEST_LV_0100_20150317_004058	모르쿠스 요나스와 대화
QUEST_LV_0100_20150317_004059	계속해서 자카리엘 대왕의 유산을 찾기 위한 여정을 계속해야 합니다. 긴다리 계곡에서 당신을 기다리고 있을 모르쿠스를 찾아 가세요.
QUEST_LV_0100_20150317_004060	스크롤을 사용해 숨겨진 열쇠를 소환
QUEST_LV_0100_20150317_004061	스크롤을 사용하면 특정한 위치의 공간 속에 자카리엘 대왕의 유산을 얻을 수 있는 열쇠를 얻을 수 있다고 합니다. 스크롤을 사용해서 열쇠를 찾아 봅시다.
QUEST_LV_0100_20150317_004062	모르쿠스와 대화
QUEST_LV_0100_20150317_004063	열쇠를 찾았습니다! 모르쿠스에게 돌아가 대화해 봅시다.
QUEST_LV_0100_20150317_004064	공간의 틈에서 %s 수집
QUEST_LV_0100_20150317_004065	난감해 하는 농장에 있는 보급 담당관과 대화하세요
QUEST_LV_0100_20150317_004066	흩어진 보급품 상자 회수
QUEST_LV_0100_20150317_004067	광산 마을로 보내질 보급품들을 몬스터들이 전부 훔쳐갔다고 합니다. 보급지 근처에서 몬스터들이 훔쳐간 보급품 상자를 회수하세요.
QUEST_LV_0100_20150317_004068	보급 담당관에게 보급품 상자 전달
QUEST_LV_0100_20150317_004069	회수한 보급품 상자를 보급 담당관에게 가져다 주세요.
QUEST_LV_0100_20150317_004070	{memo X}폐쇄된 구역 결계석을 확인
QUEST_LV_0100_20150317_004071	{memo X}부베들이 폐쇄된 구역 결계석 근처에서 사라지는 것 같습니다. 폐쇄된 구역 결계석을 확인해봅시다.
QUEST_LV_0100_20150317_004072	{memo X}부베 처치 후 부베 마석 수집
QUEST_LV_0100_20150317_004073	폐쇄된 구역으로 들어가려면 부베 마석이 필요합니다. 부베를 처치하여 부베 마석을 구해 봅시다.
QUEST_LV_0100_20150317_004074	{memo X}폐쇄된 구역 결계석에 부베 마석 사용하기
QUEST_LV_0100_20150317_004075	{memo X}부베들이 한 것처럼 폐쇄된 구역 결계석에 부베들이 가지고 있던 부베 마석을 갖다 대 봅시다.
QUEST_LV_0100_20150317_004076	부베를 처치해 %s 획득
QUEST_LV_0100_20150317_004077	부베
QUEST_LV_0100_20150317_004078	병사 블락과 대화
QUEST_LV_0100_20150317_004079	뭔가 굉장히 난처해 보이는 얼굴을 하고 있는 병사가 있습니다. 그에게 가서 대화해 보세요.
QUEST_LV_0100_20150317_004080	보급품 찾기
QUEST_LV_0100_20150317_004081	병사 블락은 몬스터들이 보급 기지 전체를 습격했다며 안절부절 해 하고 있습니다. 제1 보급창고에 있는 보급품만이라도 가져 오세요.
QUEST_LV_0100_20150317_004082	그나마 온전한 보급품들을 무사히 빼올 수 있었습니다. 병사 블락에게 보급품을 가져다 주세요.
QUEST_LV_0100_20150317_004083	보급품을 노리는 샤울라고 처치
QUEST_LV_0100_20150317_004084	병사 블락은 창고를 덮친 몬스터에 대해 뭔가 할 말이 있는 것 같습니다. 병사 블락과 다시 대화해 보세요.
QUEST_LV_0100_20150317_004085	장교 류다스에게 블락의 보고서 전달
QUEST_LV_0100_20150317_004086	병사 블락은 장교 류다스에게 보고서를 전달해주기를 원하고 있습니다. 중앙 보급 기지에 있는 장교 류다스에게 보고서를 전해 주세요.
QUEST_LV_0100_20150317_004087	병사 요크와 대화
QUEST_LV_0100_20150317_004088	가쁜 숨을 몰아쉬고 있는 병사 요크가 보입니다. 그에게 말을 걸어 보세요.
QUEST_LV_0100_20150317_004089	샤울렘 라군 처치
QUEST_LV_0100_20150317_004090	병사 요크는 샤울렘들이 도를 넘어 서는 것에 대해 답답해하고 있습니다. 제2 보급창고로 가서 샤울렘 라군들을 처치해 주세요.
QUEST_LV_0100_20150317_004091	샤울렘 라군들을 물리쳤습니다. 병사 요크에게 전해 주세요.
QUEST_LV_0100_20150317_004092	부관 폴리나와 대화
QUEST_LV_0100_20150317_004093	부관 폴리나는 분이 풀리지 않는 듯한 얼굴입니다. 부관 폴리나와 대화해 보세요.
QUEST_LV_0100_20150317_004094	각 보급창고의 샤울렘에게 빼앗긴 보급품 되찾기
QUEST_LV_0100_20150317_004095	부관 폴리나는 빼앗긴 보급품들을 다시 되찾아야 한다고 주장합니다. 각 보급창고 주변에 있는 샤울렘들에게서 빼앗긴 보급품을 다시 되찾아 오세요.
QUEST_LV_0100_20150317_004096	부관 볼다에게 전달
QUEST_LV_0100_20150317_004097	빼앗긴 보급품을 상당수 되찾았습니다. 이 보급품을 중앙 보급 기지에 있는 부관 볼다에게 전해 주세요.
QUEST_LV_0100_20150317_004098	샤울렘 주술사 처치 후 %s 수집
QUEST_LV_0100_20150317_004099	장교 류다스와 대화
QUEST_LV_0100_20150317_004100	스파르나스를 잡을 준비가 되었습니다. 장교 류다스와 대화해 보세요.
QUEST_LV_0100_20150317_004101	마지막 구역에서 스파르나스 유인
QUEST_LV_0100_20150317_004102	장교 류다스는 미끼로 스파르나스를 유인해 처치하라고 합니다. 말코스 벌목지에 스파르나스를 유인할 미끼를 놓고 스파르나스가 나타나면 처치하세요.
QUEST_LV_0100_20150317_004103	장교 류다스에게 보고
QUEST_LV_0100_20150317_004104	스파르나스를 처치하는데 성공하였습니다. 장교 류다스에게 돌아가 보고하세요.
QUEST_LV_0100_20150317_004105	유인된 스파르나스 처치
QUEST_LV_0100_20150317_004106	연락관 닐스와 대화
QUEST_LV_0100_20150317_004107	대왕의 관문에 무사히 도착했습니다. 이 곳의 총 책임자를 찾아 봅시다.
QUEST_LV_0100_20150317_004108	실성한 기록관 요나스를 찾기
QUEST_LV_0100_20150317_004109	연락관 닐스는 요나스라는 노망난 노인을 찾는다고 합니다. 보게 된다면 꼭 데리고 오는 것이 좋겠습니다.
QUEST_LV_0100_20150317_004110	기록관 요나스를 찾기
QUEST_LV_0100_20150317_004111	기록관 요나스와 대화
QUEST_LV_0100_20150317_004112	대왕의 눈에게 적임자임을 증명받았습니다. 기록관 요나스와 대화해 보세요.
QUEST_LV_0100_20150317_004113	봉화 올리기
QUEST_LV_0100_20150317_004114	기록관 요나스는 봉화에 불을 피워 가문의 일족들이 선택받은 자가 왔음을 알리려고 합니다. 협곡 꼭대기에 있는 봉화에 불을 피워 주세요.
QUEST_LV_0100_20150317_004115	조사단 캠프의 연락관 닐스에게 돌아가기
QUEST_LV_0100_20150317_004116	봉화는 잘 피워진 것 같습니다. 조사단 캠프의 연락관 닐스에게 돌아가세요.
QUEST_LV_0100_20150317_004117	연락관 닐스가 골머리를 앓는 건, 기록관 요나스 뿐만이 아닌 것 같습니다. 닐스를 도와 주세요.
QUEST_LV_0100_20150317_004118	용병 미르타 찾기
QUEST_LV_0100_20150317_004119	연락관 닐스는 연락이 끊긴지 오래된 사학자 케펙 문제로 마음고생이 심한 것 같습니다. 용병 미르타가 사학자 케펙을 쫓아갔다곤 하지만 그도 행방이 묘연합니다. 먼저 용병 미르타를 찾아 봅시다.
QUEST_LV_0100_20150317_004120	다쳤는지 안색이 좋지 않은 용병 미르타를 찾았습니다. 어찌된 영문인지 물어 봅시다.
QUEST_LV_0100_20150317_004121	사학자 비어드와 대화
QUEST_LV_0100_20150317_004122	근엄한 얼굴로 서 있는 사학자 비어드가 있습니다. 한 번 대화해 볼까요?
QUEST_LV_0100_20150317_004123	캠프를 습격하는 몬스터 처치
QUEST_LV_0100_20150317_004124	말을 마치기가 무섭게 몬스터가 캠프를 습격해왔습니다. 캠프를 습격한 몬스터를 처치하세요.
QUEST_LV_0100_20150317_004125	정말 큰일날 뻔 했습니다. 안전한 곳에 몸을 숨기고 있는 사학자 비어드와 대화해 보세요.
QUEST_LV_0100_20150317_004126	사학자를 위협하는 몬스터 처치
QUEST_LV_0100_20150317_004127	사학자 케펙과 대화
QUEST_LV_0100_20150317_004128	사학자 케펙은 왠지 자기 일을 도와줬으면 하는 눈치입니다. 케펙과 다시 대화해 봅시다.
QUEST_LV_0100_20150317_004129	케펙이 발견한 유물 기록
QUEST_LV_0100_20150317_004130	케펙은 뭐가 그렇게 급한지 자신의 일을 도와달라고 합니다. 앱비자 언덕의 오른쪽에 있는 왕릉의 유물을 기록해 오도록 합시다.
QUEST_LV_0100_20150317_004131	수많은 몬스터들을 뚫고 왕릉의 유물을 기록하는데 성공했습니다. 연락관 닐스에게 전달 해 주세요.
QUEST_LV_0100_20150317_004132	긴클라스 처치
QUEST_LV_0100_20150317_004133	병사 알란과 대화
QUEST_LV_0100_20150317_004134	병사 알란이 당신을 뚫어져라 바라보고 있습니다. 알란과 대화해 보세요.
QUEST_LV_0100_20150317_004135	발디티 공터 위쪽 확인
QUEST_LV_0100_20150317_004136	병사 알란은 신병이 왔다고 착각하고 있습니다. 이상하지만 발디티 공터 위쪽을 정찰하고 오세요.
QUEST_LV_0100_20150317_004137	병사 알란에게 보고
QUEST_LV_0100_20150317_004138	몬스터가 나타났지만 멋지게 해치울 수 있었습니다. 병사 알란에게 돌아가 보고하세요.
QUEST_LV_0100_20150317_004139	병사 알란은 뭔가 끔찍한 기억이 나는 것 같다고 합니다. 병사 알란과 다시 대화해 보세요.
QUEST_LV_0100_20150317_004140	지휘관 월리스에게 전달
QUEST_LV_0100_20150317_004141	병사 알란은 지휘관 월리스에게 보고서를 전달해주길 원하고 있습니다. 새발자국 삼거리에 있는 지휘관 월리스와 대화해 보세요.
QUEST_LV_0100_20150317_004142	지휘관 월리스와 대화
